Time,X_ft,Y_ft,Z_ft,Altitude,Vertical_Velocity,Vertical_Acceleration,Drogue_Deployed,Main_Deployed,CG_x_in,Mass_lbs,Pred_Apogee_ft
0.005,-6.4918e-07,0,9.31323e-07,10.5,-0.160719,-32.1438,0,0,58.3897,51.0999,10.5
0.01,-4.95808e-06,0,-0.00154008,10.4985,-0.321438,-32.1438,0,0,58.3897,51.0999,10.4985
0.015,-1.12792e-05,0,-0.00354908,10.4965,-0.482158,-32.1438,0,0,58.3897,51.0999,10.4965
0.02,-2.01272e-05,0,-0.00636167,10.4936,-0.642877,-32.1438,0,0,58.3896,51.0998,10.4936
0.025,-3.15072e-05,8.48476e-09,-0.00997787,10.49,-0.803596,-32.1438,0,0,58.3895,51.0996,10.49
0.03,-4.54168e-05,1.69695e-08,-0.0143977,10.4856,-0.964315,-32.1438,0,0,58.3893,51.0993,10.4856
0.035,-6.18506e-05,2.54543e-08,-0.0196211,10.4804,-1.12448,-32.0333,0,0,58.389,51.0987,10.4804
0.04,-8.07958e-05,3.81814e-08,-0.0256428,10.4744,-1.19246,-13.5961,0,0,58.3883,51.0977,10.4744
0.045,-9.94823e-05,5.5151e-08,-0.031583,10.4684,-1.12024,14.4441,0,0,58.3872,51.0958,10.4684
0.05,-0.000115621,7.63629e-08,-0.0367116,10.4633,-0.776635,68.7213,0,0,58.3852,51.0924,10.4633
0.055,-0.000123344,9.75748e-08,-0.0391704,10.4608,0.108794,177.086,0,0,58.3812,51.0858,10.3108
0.06,-0.000111085,1.18787e-07,-0.035284,10.4647,2.10719,399.678,0,0,58.3735,51.0728,10.5146
0.065,-5.48544e-05,1.31514e-07,-0.0174334,10.4826,6.45228,869.019,0,0,58.3576,51.0464,10.9702
0.07,9.6358e-05,1.14544e-07,0.03058,10.5306,12.4034,1190.23,0,0,58.3344,51.0079,12.916
0.075,0.000349057,6.78781e-08,0.110821,10.6108,17.7319,1065.7,0,0,58.3106,50.9683,15.4495
0.08,0.000666142,-3.39391e-08,0.211505,10.7115,23.3685,1127.32,0,0,58.2857,50.9268,19.0828
0.085,0.00108052,-2.03634e-07,0.343082,10.8431,29.215,1169.31,0,0,58.2597,50.8838,23.9033
0.09,0.00158797,-4.6242e-07,0.504212,11.0042,35.2251,1202.01,0,0,58.2329,50.8395,30.1596
0.095,0.00219105,-8.27264e-07,0.695704,11.1957,41.4018,1235.34,0,0,58.2054,50.7941,37.5876
0.1,0.00289274,-1.3109e-06,0.918503,11.4185,47.7375,1267.15,0,0,58.1771,50.7474,46.3997
0.105,0.00369541,-1.94301e-06,1.17336,11.6734,54.1788,1288.26,0,0,58.1482,50.7,56.5772
0.11,0.00460002,-2.73209e-06,1.46058,11.9606,60.6853,1301.29,0,0,58.119,50.6519,68.0802
0.115,0.00560734,-3.7036e-06,1.78041,12.2804,67.2157,1306.08,0,0,58.0895,50.6036,80.8329
0.12,0.00671745,-4.8745e-06,2.13287,12.6329,73.7596,1308.78,0,0,58.0599,50.5552,94.7938
0.125,0.00793067,-6.27024e-06,2.51806,13.0181,80.3275,1313.57,0,0,58.0301,50.5066,109.961
0.13,0.0092476,-7.89931e-06,2.93616,13.4362,86.9193,1318.37,0,0,58.0002,50.4579,126.312
0.135,0.0106686,-9.78717e-06,3.38729,13.8873,93.5353,1323.2,0,0,57.9702,50.4091,143.819
0.14,0.0121939,-1.1955e-05,3.87156,14.3716,100.162,1325.31,0,0,57.9401,50.3602,162.414
0.145,0.0138237,-1.44199e-05,4.38896,14.889,106.793,1326.26,0,0,57.9099,50.3114,182.22
0.15,0.0155579,-1.72029e-05,4.93952,15.4395,113.433,1327.91,0,0,57.8797,50.2625,202.904
0.155,0.0173968,-2.03253e-05,5.5233,16.0233,120.08,1329.55,0,0,57.8494,50.2135,224.553
0.16,0.0193405,-2.37998e-05,6.14034,16.6403,126.737,1331.2,0,0,57.819,50.1646,247.126
0.165,0.0213892,-2.76561e-05,6.79069,17.2907,133.401,1332.86,0,0,57.7885,50.1157,270.575
0.17,0.0235429,-3.1907e-05,7.47437,17.9744,140.073,1334.52,0,0,57.758,50.0668,295.064
0.175,0.0258018,-3.65778e-05,8.19144,18.6914,146.754,1336.18,0,0,57.7274,50.0178,320.225
0.18,0.0281661,-4.16856e-05,8.94194,19.4419,153.444,1337.84,0,0,57.6968,49.9688,346.132
0.185,0.0306358,-4.72432e-05,9.7259,20.2259,160.141,1339.51,0,0,57.6661,49.9199,372.931
0.19,0.0332112,-5.32843e-05,10.5434,21.0434,166.847,1341.19,0,0,57.6353,49.8709,400.307
0.195,0.0358923,-5.98176e-05,11.3944,21.8944,173.542,1338.98,0,0,57.6045,49.822,428.212
0.2,0.0386787,-6.68642e-05,12.2788,22.7788,180.232,1338,0,0,57.5737,49.7731,456.879
0.205,0.0415705,-7.44453e-05,13.1967,23.6967,186.917,1337.03,0,0,57.5429,49.7244,485.883
0.21,0.0445676,-8.25864e-05,14.148,24.648,193.597,1336.07,0,0,57.5121,49.6757,515.542
0.215,0.04767,-9.12961e-05,15.1327,25.6327,200.273,1335.11,0,0,57.4813,49.6271,545.476
0.22,0.0508776,-0.000100604,16.1507,26.6507,206.944,1334.14,0,0,57.4504,49.5786,575.998
0.225,0.0541903,-0.000110523,17.2021,27.7021,213.61,1333.18,0,0,57.4196,49.5302,606.698
0.23,0.057608,-0.000121078,18.2868,28.7868,220.271,1332.21,0,0,57.3887,49.4819,637.959
0.235,0.0611307,-0.000132277,19.4048,29.9048,226.927,1331.25,0,0,57.3579,49.4336,669.485
0.24,0.0647582,-0.000144156,20.5561,31.0561,233.578,1330.28,0,0,57.327,49.3854,701.147
0.245,0.0684906,-0.000156718,21.7406,32.2406,240.216,1327.52,0,0,57.2962,49.3374,733.202
0.25,0.0723275,-0.000169992,22.9583,33.4583,246.831,1323.13,0,0,57.2654,49.2895,765.376
0.255,0.0762684,-0.000183992,24.2089,34.7089,253.429,1319.48,0,0,57.2346,49.2418,797.667
0.26,0.0803132,-0.000198739,25.4925,35.9925,260.008,1315.85,0,0,57.2039,49.1942,829.957
0.265,0.0844616,-0.000214249,26.809,37.309,266.569,1312.22,0,0,57.1733,49.1469,862.488
0.27,0.0887133,-0.000230544,28.1582,38.6582,273.112,1308.6,0,0,57.1427,49.0997,895.075
0.275,0.0930681,-0.000247636,29.5401,40.0401,279.637,1304.98,0,0,57.1121,49.0526,927.702
0.28,0.0975255,-0.000265548,30.9546,41.4546,286.144,1301.37,0,0,57.0816,49.0058,960.354
0.285,0.102085,-0.000284295,32.4015,42.9015,292.633,1297.76,0,0,57.0512,48.9591,993.014
0.29,0.106748,-0.000303903,33.8809,44.3809,299.104,1294.17,0,0,57.0208,48.9126,1025.67
0.295,0.111512,-0.000324373,35.3925,45.8925,305.556,1290.57,0,0,56.9905,48.8662,1058.31
0.3,0.116377,-0.000345733,36.9364,47.4364,311.991,1286.99,0,0,56.9602,48.82,1090.91
0.305,0.121344,-0.000367997,38.5124,49.0124,318.408,1283.41,0,0,56.93,48.774,1123.47
0.31,0.126412,-0.000391182,40.1205,50.6205,324.808,1279.83,0,0,56.8998,48.7282,1155.97
0.315,0.131581,-0.000415304,41.7605,52.2605,331.189,1276.27,0,0,56.8697,48.6825,1188.41
0.32,0.13685,-0.000440372,43.4324,53.9324,337.552,1272.71,0,0,56.8396,48.637,1220.76
0.325,0.14222,-0.000466416,45.136,55.636,343.892,1267.9,0,0,56.8096,48.5916,1252.99
0.33,0.147689,-0.00049344,46.8713,57.3713,350.206,1262.8,0,0,56.7797,48.5465,1285.09
0.335,0.153258,-0.000521457,48.638,59.138,356.496,1257.96,0,0,56.7498,48.5016,1317.04
0.34,0.158926,-0.000550487,50.4362,60.9362,362.761,1253.14,0,0,56.7201,48.4569,1348.84
0.345,0.164692,-0.000580544,52.2656,62.7656,369.003,1248.32,0,0,56.6904,48.4124,1380.48
0.35,0.170557,-0.000611641,54.1262,64.6262,375.221,1243.52,0,0,56.6608,48.3681,1412.14
0.355,0.176519,-0.000643781,56.0178,66.5178,381.414,1238.74,0,0,56.6313,48.324,1443.5
0.36,0.182579,-0.000676991,57.9403,68.4403,387.584,1233.96,0,0,56.6019,48.2801,1474.68
0.365,0.188736,-0.000711278,59.8936,70.3936,393.73,1229.2,0,0,56.5725,48.2364,1505.67
0.37,0.19499,-0.000746646,61.8776,72.3776,399.852,1224.46,0,0,56.5433,48.1929,1536.65
0.375,0.201341,-0.000783114,63.8921,74.3921,405.951,1219.72,0,0,56.5141,48.1496,1567.33
0.38,0.207787,-0.000820693,65.9371,76.4371,412.031,1215.91,0,0,56.485,48.1065,1597.84
0.385,0.214329,-0.000859384,68.0124,78.5124,418.099,1213.65,0,0,56.4559,48.0636,1628.19
0.39,0.220967,-0.000899203,70.1181,80.6181,424.153,1210.78,0,0,56.4269,48.0207,1658.61
0.395,0.2277,-0.000940158,72.254,82.754,430.192,1207.91,0,0,56.3979,47.978,1688.72
0.4,0.234529,-0.000982251,74.42,84.92,436.218,1205.05,0,0,56.3689,47.9355,1718.65
0.405,0.241452,-0.00102549,76.6161,87.1161,442.229,1202.18,0,0,56.34,47.893,1748.65
0.41,0.24847,-0.00106989,78.8423,89.3423,448.225,1199.33,0,0,56.3112,47.8507,1778.32
0.415,0.255583,-0.00111545,81.0984,91.5984,454.208,1196.47,0,0,56.2823,47.8086,1807.97
0.42,0.26279,-0.00116216,83.3844,93.8844,460.176,1193.62,0,0,56.2535,47.7665,1837.37
0.425,0.270091,-0.00121004,85.7001,96.2001,466.13,1190.78,0,0,56.2248,47.7246,1866.57
0.43,0.277486,-0.00125909,88.0457,98.5457,472.069,1187.91,0,0,56.1961,47.6829,1895.82
0.435,0.284974,-0.00130931,90.4208,100.921,477.994,1185,0,0,56.1674,47.6412,1924.74
0.44,0.292556,-0.0013607,92.8256,103.326,483.905,1182.11,0,0,56.1388,47.5997,1953.66
0.445,0.300231,-0.00141326,95.2599,105.76,489.801,1179.22,0,0,56.1102,47.5584,1982.3
0.45,0.307999,-0.00146697,97.7236,108.224,495.372,1114.24,0,0,56.0826,47.5185,2009.53
0.455,0.31585,-0.00152189,100.214,110.714,500.614,1048.39,0,0,56.0564,47.4807,2035.11
0.46,0.323781,-0.00157799,102.729,113.229,503.771,631.453,0,0,56.0371,47.4528,2051.61
0.465,0.331734,-0.00163548,105.252,115.752,505.896,425.058,0,0,56.0233,47.433,2063.53
0.47,0.339719,-0.00169434,107.784,118.284,507.85,390.699,0,0,56.0118,47.4165,2074.54
0.475,0.34774,-0.00175456,110.328,120.828,509.425,315.049,0,0,56.0023,47.4029,2084.08
0.48,0.355781,-0.00181618,112.878,123.378,510.799,274.714,0,0,55.9941,47.3911,2092.74
0.485,0.363843,-0.0018792,115.435,125.935,512.116,263.555,0,0,55.9865,47.3802,2101.14
0.49,0.371927,-0.00194361,117.999,128.499,513.32,240.602,0,0,55.9795,47.37,2109.04
0.495,0.380028,-0.00200944,120.569,131.069,514.416,219.326,0,0,55.9729,47.3607,2116.48
0.5,0.388146,-0.00207668,123.143,133.643,515.414,199.605,0,0,55.9669,47.352,2123.48
0.505,0.396279,-0.00214534,125.723,136.223,516.321,181.327,0,0,55.9613,47.3439,2130.09
0.51,0.404425,-0.00221542,128.306,138.806,517.143,164.386,0,0,55.9561,47.3365,2136.33
0.515,0.412584,-0.00228694,130.894,141.394,517.886,148.685,0,0,55.9512,47.3296,2142.23
0.52,0.420754,-0.00235988,133.485,143.985,518.557,134.133,0,0,55.9468,47.3232,2147.81
0.525,0.428934,-0.00243426,136.079,146.579,519.16,120.647,0,0,55.9426,47.3173,2152.96
0.53,0.437123,-0.00251009,138.676,149.176,519.701,108.149,0,0,55.9388,47.3118,2158
0.535,0.445321,-0.00258735,141.276,151.776,520.205,100.84,0,0,55.9352,47.3066,2162.88
0.54,0.453526,-0.00266607,143.878,154.378,520.668,92.6574,0,0,55.9317,47.3017,2167.58
0.545,0.461738,-0.00274622,146.483,156.983,521.092,84.8336,0,0,55.9285,47.297,2172.12
0.55,0.469956,-0.00282783,149.089,159.589,521.48,77.4392,0,0,55.9254,47.2927,2176.49
0.555,0.47818,-0.00291088,151.698,162.198,521.832,70.4505,0,0,55.9225,47.2885,2180.72
0.56,0.48641,-0.00299539,154.308,164.808,522.151,63.8456,0,0,55.9198,47.2846,2184.8
0.565,0.494644,-0.00308136,156.919,167.419,522.439,57.6032,0,0,55.9172,47.2809,2188.75
0.57,0.502883,-0.00316877,159.532,170.032,522.698,51.7037,0,0,55.9148,47.2774,2192.57
0.575,0.511125,-0.00325764,162.146,172.646,522.928,46.1281,0,0,55.9125,47.2741,2196.28
0.58,0.519371,-0.00334798,164.761,175.261,523.133,40.8588,0,0,55.9103,47.271,2199.86
0.585,0.52762,-0.00343977,167.377,177.877,523.312,35.879,0,0,55.9082,47.2681,2203.35
0.59,0.535871,-0.00353303,169.994,180.494,523.468,31.1729,0,0,55.9063,47.2653,2206.73
0.595,0.544125,-0.00362775,172.612,183.112,523.601,26.7253,0,0,55.9044,47.2627,2210.01
0.6,0.552381,-0.00372394,175.23,185.73,523.726,24.8817,0,0,55.9027,47.2601,2213.25
0.605,0.560639,-0.0038216,177.849,188.349,523.85,24.7852,0,0,55.9009,47.2576,2216.5
0.61,0.568899,-0.0039207,180.469,190.969,523.969,23.8212,0,0,55.8992,47.2552,2219.72
0.615,0.57716,-0.00402126,183.089,193.589,524.083,22.8697,0,0,55.8975,47.2527,2222.92
0.62,0.585424,-0.00412328,185.71,196.21,524.193,21.9305,0,0,55.8958,47.2503,2226.11
0.625,0.593689,-0.00422674,188.331,198.831,524.298,21.0035,0,0,55.8941,47.2479,2229.27
0.63,0.601956,-0.00433165,190.953,201.453,524.398,20.0884,0,0,55.8925,47.2456,2232.41
0.635,0.610224,-0.00443799,193.575,204.075,524.494,19.1852,0,0,55.8909,47.2433,2235.54
0.64,0.618494,-0.00454577,196.198,206.698,524.586,18.2936,0,0,55.8893,47.241,2238.65
0.645,0.626765,-0.00465499,198.821,209.321,524.673,17.4136,0,0,55.8877,47.2387,2241.73
0.65,0.635037,-0.00476562,201.444,211.944,524.756,16.5449,0,0,55.8861,47.2365,2244.8
0.655,0.643311,-0.00487769,204.068,214.568,524.834,15.6875,0,0,55.8846,47.2343,2247.85
0.66,0.651586,-0.00499117,206.693,217.193,524.908,14.8411,0,0,55.8831,47.2322,2250.89
0.665,0.659862,-0.00510607,209.317,219.817,524.978,14.0057,0,0,55.8816,47.23,2253.9
0.67,0.668139,-0.00522237,211.943,222.443,525.044,13.1812,0,0,55.8801,47.2279,2256.9
0.675,0.676417,-0.00534009,214.568,225.068,525.106,12.3673,0,0,55.8786,47.2258,2259.88
0.68,0.684697,-0.00545919,217.194,227.694,525.164,11.5639,0,0,55.8772,47.2238,2262.84
0.685,0.692977,-0.0055797,219.82,230.32,525.218,10.7709,0,0,55.8758,47.2217,2265.79
0.69,0.701257,-0.0057016,222.446,232.946,525.268,9.98819,0,0,55.8743,47.2197,2268.72
0.695,0.709539,-0.00582487,225.072,235.572,525.314,9.21561,0,0,55.873,47.2178,2271.63
0.7,0.717821,-0.00594953,227.699,238.199,525.356,8.45303,0,0,55.8716,47.2158,2274.53
0.705,0.726104,-0.00607556,230.326,240.826,525.394,7.70032,0,0,55.8702,47.2139,2277.41
0.71,0.734388,-0.00620296,232.953,243.453,525.429,6.95736,0,0,55.8689,47.212,2280.28
0.715,0.742672,-0.00633173,235.58,246.08,525.46,6.22402,0,0,55.8676,47.2101,2283.13
0.72,0.750956,-0.00646185,238.208,248.708,525.488,5.50019,0,0,55.8663,47.2082,2285.96
0.725,0.759241,-0.00659332,240.835,251.335,525.512,4.78572,0,0,55.865,47.2064,2288.78
0.73,0.767526,-0.00672614,243.463,253.963,525.532,4.08047,0,0,55.8637,47.2046,2291.58
0.735,0.775812,-0.00686029,246.09,256.59,525.549,3.38445,0,0,55.8625,47.2028,2294.37
0.74,0.784098,-0.00699578,248.718,259.218,525.563,2.6974,0,0,55.8612,47.2011,2297.15
0.745,0.792384,-0.00713259,251.346,261.846,525.573,2.01925,0,0,55.86,47.1993,2299.91
0.75,0.80067,-0.00727073,253.974,264.474,525.579,1.34989,0,0,55.8588,47.1976,2302.65
0.755,0.808956,-0.00741017,256.602,267.102,525.583,0.689166,0,0,55.8576,47.1959,2305.38
0.76,0.817242,-0.00755093,259.23,269.73,525.583,0.0370978,0,0,55.8565,47.1943,2308.1
0.765,0.825529,-0.00769298,261.858,272.358,525.58,-0.606564,0,0,55.8553,47.1926,2310.8
0.77,0.833815,-0.00783633,264.486,274.986,525.574,-1.24188,0,0,55.8542,47.191,2313.49
0.775,0.842101,-0.00798096,267.113,277.613,525.564,-1.86901,0,0,55.853,47.1894,2316.16
0.78,0.850387,-0.00812687,269.741,280.241,525.552,-2.4879,0,0,55.8519,47.1878,2318.82
0.785,0.858672,-0.00827405,272.369,282.869,525.537,-3.09882,0,0,55.8508,47.1862,2321.47
0.79,0.866958,-0.0084225,274.997,285.497,525.518,-3.70187,0,0,55.8497,47.1847,2324.11
0.795,0.875243,-0.0085722,277.624,288.124,525.497,-4.29699,0,0,55.8487,47.1832,2326.73
0.8,0.883527,-0.00872316,280.252,290.752,525.472,-4.88448,0,0,55.8476,47.1817,2329.34
0.805,0.891812,-0.00887536,282.879,293.379,525.445,-5.46426,0,0,55.8466,47.1802,2331.93
0.81,0.900096,-0.00902879,285.506,296.006,525.415,-6.03662,0,0,55.8456,47.1787,2334.52
0.815,0.908379,-0.00918345,288.133,298.633,525.382,-6.60144,0,0,55.8445,47.1773,2337.09
0.82,0.916662,-0.00933932,290.76,301.26,525.346,-7.15905,0,0,55.8435,47.1758,2339.65
0.825,0.924944,-0.00949641,293.387,303.887,525.307,-7.70929,0,0,55.8425,47.1744,2342.2
0.83,0.933225,-0.00965471,296.013,306.513,525.266,-8.25253,0,0,55.8416,47.1731,2344.73
0.835,0.941506,-0.00981419,298.639,309.139,525.222,-8.78861,0,0,55.8406,47.1717,2347.25
0.84,0.949787,-0.00997487,301.265,311.765,525.175,-9.31776,0,0,55.8397,47.1703,2349.76
0.845,0.958066,-0.0101367,303.891,314.391,525.126,-9.84004,0,0,55.8387,47.169,2352.26
0.85,0.966345,-0.0102997,306.517,317.017,525.075,-10.3555,0,0,55.8378,47.1677,2354.75
0.855,0.974623,-0.0104639,309.142,319.642,525.02,-10.8643,0,0,55.8369,47.1664,2357.23
0.86,0.9829,-0.0106293,311.767,322.267,524.963,-11.3665,0,0,55.836,47.1651,2359.69
0.865,0.991176,-0.0107958,314.392,324.892,524.904,-11.8622,0,0,55.8351,47.1638,2362.15
0.87,0.999451,-0.0109634,317.016,327.516,524.842,-12.3514,0,0,55.8342,47.1626,2364.59
0.875,1.00772,-0.0111321,319.64,330.14,524.778,-12.8343,0,0,55.8333,47.1613,2367.02
0.88,1.016,-0.011302,322.264,332.764,524.712,-13.3109,0,0,55.8325,47.1601,2369.45
0.885,1.02427,-0.011473,324.887,335.387,524.643,-13.7813,0,0,55.8316,47.1589,2371.86
0.89,1.03254,-0.0116451,327.51,338.01,524.571,-14.2456,0,0,55.8308,47.1577,2374.26
0.895,1.04081,-0.0118183,330.133,340.633,524.498,-14.7039,0,0,55.83,47.1566,2376.65
0.9,1.04908,-0.0119926,332.755,343.255,524.422,-15.1562,0,0,55.8292,47.1554,2379.03
0.905,1.05735,-0.012168,335.377,345.877,524.344,-15.6026,0,0,55.8283,47.1543,2381.4
0.91,1.06561,-0.0123444,337.999,348.499,524.264,-16.0432,0,0,55.8276,47.1531,2383.76
0.915,1.07388,-0.0125219,340.62,351.12,524.182,-16.4781,0,0,55.8268,47.152,2386.11
0.92,1.08214,-0.0127005,343.24,353.74,524.097,-16.9074,0,0,55.826,47.1509,2388.45
0.925,1.0904,-0.0128801,345.861,356.361,524.01,-17.331,0,0,55.8252,47.1498,2390.78
0.93,1.09866,-0.0130607,348.481,358.981,523.922,-17.7492,0,0,55.8245,47.1488,2393.1
0.935,1.10692,-0.0132424,351.1,361.6,523.831,-18.1619,0,0,55.8237,47.1477,2395.41
0.94,1.11518,-0.0134251,353.719,364.219,523.738,-18.5692,0,0,55.823,47.1467,2397.71
0.945,1.12344,-0.0136088,356.337,366.837,523.643,-18.9712,0,0,55.8223,47.1456,2400
0.95,1.13169,-0.0137936,358.955,369.455,523.546,-19.3681,0,0,55.8216,47.1446,2402.29
0.955,1.13995,-0.0139793,361.573,372.073,523.447,-19.7597,0,0,55.8209,47.1436,2404.56
0.96,1.1482,-0.0141661,364.19,374.69,523.347,-20.1462,0,0,55.8202,47.1426,2406.83
0.965,1.15645,-0.0143538,366.806,377.306,523.244,-20.5278,0,0,55.8195,47.1417,2409.08
0.97,1.1647,-0.0145426,369.422,379.922,523.14,-20.9043,0,0,55.8188,47.1407,2411.33
0.975,1.17294,-0.0147323,372.038,382.538,523.033,-21.276,0,0,55.8181,47.1397,2413.57
0.98,1.18119,-0.014923,374.653,385.153,522.925,-21.6428,0,0,55.8175,47.1388,2415.8
0.985,1.18943,-0.0151147,377.267,387.767,522.815,-22.0048,0,0,55.8168,47.1379,2418.02
0.99,1.19767,-0.0153073,379.881,390.381,522.703,-22.3621,0,0,55.8162,47.137,2420.23
0.995,1.20591,-0.0155009,382.494,392.994,522.59,-22.7148,0,0,55.8155,47.1361,2422.43
1,1.21415,-0.0156955,385.107,395.607,522.474,-23.0629,0,0,55.8149,47.1352,2424.63
1.005,1.22239,-0.015891,387.719,398.219,522.357,-23.4064,0,0,55.8143,47.1343,2426.82
1.01,1.23062,-0.0160875,390.33,400.83,522.238,-23.7455,0,0,55.8137,47.1334,2429
1.015,1.23886,-0.016285,392.941,403.441,522.118,-24.0801,0,0,55.8131,47.1326,2431.17
1.02,1.24709,-0.0164834,395.552,406.052,521.996,-24.4104,0,0,55.8125,47.1317,2433.33
1.025,1.25532,-0.0166827,398.161,408.661,521.872,-24.7364,0,0,55.8119,47.1309,2435.49
1.03,1.26354,-0.016883,400.77,411.27,521.747,-25.0581,0,0,55.8113,47.1301,2437.64
1.035,1.27177,-0.0170843,403.379,413.879,521.62,-25.3757,0,0,55.8108,47.1293,2439.78
1.04,1.27999,-0.0172865,405.987,416.487,521.492,-25.6891,0,0,55.8102,47.1285,2441.91
1.045,1.28821,-0.0174897,408.594,419.094,521.362,-25.9984,0,0,55.8096,47.1277,2444.03
1.05,1.29643,-0.0176939,411.2,421.7,521.23,-26.3037,0,0,55.8091,47.1269,2446.15
1.055,1.30465,-0.0178991,413.806,424.306,521.097,-26.605,0,0,55.8085,47.1261,2448.26
1.06,1.31286,-0.0181052,416.411,426.911,520.963,-26.9024,0,0,55.808,47.1253,2450.36
1.065,1.32107,-0.0183123,419.016,429.516,520.827,-27.1959,0,0,55.8075,47.1246,2452.46
1.07,1.32928,-0.0185204,421.619,432.119,520.689,-27.4856,0,0,55.807,47.1239,2454.55
1.075,1.33749,-0.0187295,424.223,434.723,520.55,-27.7715,0,0,55.8064,47.1231,2456.63
1.08,1.3457,-0.0189397,426.825,437.325,520.41,-28.0536,0,0,55.8059,47.1224,2458.7
1.085,1.3539,-0.0191509,429.427,439.927,520.268,-28.3321,0,0,55.8054,47.1217,2460.77
1.09,1.3621,-0.0193631,432.028,442.528,520.125,-28.607,0,0,55.8049,47.121,2462.83
1.095,1.3703,-0.0195764,434.628,445.128,519.981,-28.8782,0,0,55.8044,47.1203,2464.88
1.1,1.3785,-0.0197908,437.228,447.728,519.835,-29.146,0,0,55.804,47.1196,2466.93
1.105,1.38669,-0.0200063,439.826,450.326,519.688,-29.4102,0,0,55.8035,47.1189,2468.97
1.11,1.39489,-0.0202229,442.424,452.924,519.54,-29.671,0,0,55.803,47.1183,2471
1.115,1.40308,-0.0204407,445.022,455.522,519.39,-29.9283,0,0,55.8025,47.1176,2473.02
1.12,1.41126,-0.0206597,447.618,458.118,519.239,-30.1824,0,0,55.8021,47.117,2475.04
1.125,1.41945,-0.0208798,450.214,460.714,519.087,-30.4331,0,0,55.8016,47.1163,2477.06
1.13,1.42763,-0.0211013,452.809,463.309,518.934,-30.6805,0,0,55.8012,47.1157,2479.06
1.135,1.43581,-0.021324,455.404,465.904,518.779,-30.9247,0,0,55.8008,47.1151,2481.06
1.14,1.44399,-0.021548,457.997,468.497,518.623,-31.1657,0,0,55.8003,47.1144,2483.06
1.145,1.45217,-0.0217734,460.59,471.09,518.466,-31.4035,0,0,55.7999,47.1138,2485.05
1.15,1.46034,-0.0220001,463.182,473.682,518.308,-31.6383,0,0,55.7995,47.1132,2487.03
1.155,1.46851,-0.0222284,465.773,476.273,518.149,-31.87,0,0,55.799,47.1126,2489
1.16,1.47668,-0.0224581,468.363,478.863,517.988,-32.0986,0,0,55.7986,47.112,2490.97
1.165,1.48484,-0.0226894,470.953,481.453,517.827,-32.2363,0,0,55.7982,47.1115,2492.94
1.17,1.49301,-0.0229223,473.542,484.042,517.666,-32.152,0,0,55.7978,47.1109,2494.9
1.175,1.50117,-0.0231566,476.13,486.63,517.506,-32.152,0,0,55.7974,47.1103,2496.87
1.18,1.50932,-0.0233925,478.717,489.217,517.345,-32.152,0,0,55.797,47.1098,2498.83
1.185,1.51748,-0.02363,481.303,491.803,517.184,-32.152,0,0,55.7966,47.1092,2500.8
1.19,1.52563,-0.023869,483.889,494.389,517.023,-32.152,0,0,55.7963,47.1087,2502.76
1.195,1.53378,-0.0241095,486.473,496.973,516.863,-32.152,0,0,55.7959,47.1082,2504.72
1.2,1.54193,-0.0243516,489.057,499.557,516.702,-32.152,0,0,55.7955,47.1076,2506.68
1.205,1.55008,-0.0245952,491.64,502.14,516.541,-32.1519,0,0,55.7951,47.1071,2508.64
1.21,1.55822,-0.0248403,494.223,504.723,516.38,-32.1519,0,0,55.7948,47.1066,2510.59
1.215,1.56636,-0.025087,496.804,507.304,516.219,-32.1519,0,0,55.7944,47.1061,2512.55
1.22,1.5745,-0.0253353,499.385,509.885,516.059,-32.1519,0,0,55.7941,47.1056,2514.51
1.225,1.58263,-0.025585,501.965,512.465,515.898,-32.1519,0,0,55.7937,47.1051,2516.46
1.23,1.59076,-0.0258363,504.544,515.044,515.737,-32.1519,0,0,55.7934,47.1046,2518.41
1.235,1.59889,-0.0260891,507.122,517.622,515.576,-32.1519,0,0,55.793,47.1041,2520.37
1.24,1.60702,-0.0263435,509.7,520.2,515.416,-32.1518,0,0,55.7927,47.1036,2522.32
1.245,1.61515,-0.0265994,512.276,522.776,515.255,-32.1518,0,0,55.7924,47.1032,2524.27
1.25,1.62327,-0.0268568,514.852,525.352,515.094,-32.1518,0,0,55.7921,47.1027,2526.22
1.255,1.63139,-0.0271158,517.427,527.927,514.933,-32.1518,0,0,55.7917,47.1023,2528.16
1.26,1.63951,-0.0273763,520.002,530.502,514.773,-32.1518,0,0,55.7914,47.1018,2530.11
1.265,1.64762,-0.0276383,522.575,533.075,514.612,-32.1518,0,0,55.7911,47.1014,2532.06
1.27,1.65573,-0.0279019,525.148,535.648,514.451,-32.1518,0,0,55.7908,47.1009,2534
1.275,1.66384,-0.028167,527.72,538.22,514.29,-32.1517,0,0,55.7905,47.1005,2535.95
1.28,1.67195,-0.0284336,530.291,540.791,514.13,-32.1517,0,0,55.7902,47.1001,2537.89
1.285,1.68005,-0.0287018,532.861,543.361,513.969,-32.1517,0,0,55.7899,47.0996,2539.99
1.29,1.68816,-0.0289714,535.43,545.93,513.808,-32.1517,0,0,55.7896,47.0992,2541.94
1.295,1.69626,-0.0292427,537.999,548.499,513.647,-32.1517,0,0,55.7893,47.0988,2543.88
1.3,1.70435,-0.0295154,540.567,551.067,513.487,-32.1517,0,0,55.789,47.0984,2545.82
1.305,1.71245,-0.0297897,543.134,553.634,513.326,-32.1517,0,0,55.7887,47.098,2547.76
