Time,X_ft,Y_ft,Z_ft,Altitude,Vertical_Velocity,Main_Deployed
0.00833333,-1.84926e-06,0,2.45497e-06,10.5,-0.267915,0
0.0166667,-1.41009e-05,8.26229e-09,-0.00427881,10.4957,-0.535825,0
0.025,-2.94666e-05,8.26229e-09,-0.00986033,10.4901,-0.803733,0
0.0333333,-5.21025e-05,2.47869e-08,-0.0176744,10.4823,2.12446,0
0.0416667,8.32037e-05,-4.13114e-09,0.0233281,10.5233,4.23817,0
0.05,0.000219056,-4.13114e-08,0.0646253,10.5646,6.24113,0
0.0583333,0.00041404,-1.40459e-07,0.124596,10.6246,8.16219,0
0.0666667,0.000657956,-3.01573e-07,0.200335,10.7003,10.0761,0
0.075,0.000951021,-5.45311e-07,0.292253,10.7923,11.9654,0
0.0833333,0.00129014,-8.84065e-07,0.399752,10.8998,13.8304,0
0.0916667,0.00167351,-1.33849e-06,0.522692,11.0227,15.6713,0
0.1,0.00209895,-1.91272e-06,0.660874,11.1609,17.4883,0
0.108333,0.00256414,-2.63154e-06,0.814099,11.3141,19.388,0
0.116667,0.00307098,-3.50321e-06,0.983869,11.4839,21.265,0
0.125,0.00361343,-4.55665e-06,1.16882,11.6688,23.1426,0
0.133333,0.00419031,-5.7836e-06,1.3695,11.8695,25.0209,0
0.141667,0.00479844,-7.21711e-06,1.58584,12.0858,26.8997,0
0.15,0.00543454,-8.86543e-06,1.81783,12.3178,28.7791,0
0.158333,0.006095,-1.07534e-05,2.0655,12.5655,30.6591,0
0.166667,0.00677578,-1.2885e-05,2.32882,12.8288,32.5407,0
0.175,0.00747253,-1.52728e-05,2.60784,13.1078,34.4243,0
0.183333,0.00818043,-1.79374e-05,2.90257,13.4026,36.3098,0
0.191667,0.00889421,-2.08953e-05,3.21302,13.713,38.1971,0
0.2,0.00960814,-2.41631e-05,3.5392,14.0392,40.0862,0
0.208333,0.010316,-2.77571e-05,3.88113,14.3811,41.9771,0
0.216667,0.0110111,-3.16859e-05,4.23882,14.7388,43.8702,0
0.225,0.011686,-3.59699e-05,4.61231,15.1123,45.7658,0
0.233333,0.012333,-4.06133e-05,5.0016,15.5016,47.6637,0
0.241667,0.0129436,-4.56491e-05,5.40671,15.9067,49.564,0
0.25,0.0135086,-5.10898e-05,5.82768,16.3277,51.4665,0
0.258333,0.0140185,-5.69313e-05,6.2645,16.7645,53.3714,0
0.266667,0.0144628,-6.32024e-05,6.71721,17.2172,55.2786,0
0.275,0.0148304,-6.99279e-05,7.18582,17.6858,57.1881,0
0.283333,0.0151096,-7.71078e-05,7.67036,18.1704,59.0997,0
0.291667,0.0152878,-8.47669e-05,8.17083,18.6708,61.012,0
0.3,0.0153519,-9.29094e-05,8.68724,19.1872,62.9256,0
0.308333,0.0152878,-0.000101556,9.2196,19.7196,64.8403,0
0.316667,0.0150808,-0.000110727,9.76792,20.2679,66.7561,0
0.325,0.0147152,-0.000120431,10.3322,20.8322,68.6732,0
0.333333,0.0141746,-0.000130685,10.9125,21.4125,70.5914,0
0.341667,0.0134416,-0.000141504,11.5087,22.0087,72.5108,0
0.35,0.0124982,-0.000152906,12.121,22.621,74.4313,0
0.358333,0.0113251,-0.000164895,12.7493,23.2493,76.353,0
0.366667,0.00990253,-0.000177499,13.3936,23.8936,78.2757,0
0.375,0.00820943,-0.000190718,14.0539,24.5539,80.1992,0
0.383333,0.00622406,-0.000204578,14.7302,25.2302,82.1229,0
0.391667,0.00392375,-0.000219091,15.4226,25.9226,84.0469,0
0.4,0.00128477,-0.000234277,16.131,26.631,85.9714,0
0.408333,-0.00171754,-0.000250137,16.8555,27.3555,87.8962,0
0.416667,-0.00510885,-0.00026669,17.596,28.096,89.8213,0
0.425,-0.0089158,-0.000283946,18.3525,28.8525,91.7468,0
0.433333,-0.0131661,-0.000301929,19.1251,29.6251,93.6727,0
0.441667,-0.0178883,-0.000320643,19.9137,30.4137,95.5988,0
0.45,-0.0231123,-0.0003401,20.7184,31.2184,97.5258,0
0.458333,-0.0288689,-0.000360327,21.5392,32.0392,99.4538,0
0.466667,-0.0351902,-0.000381325,22.376,32.876,101.383,0
0.475,-0.0421091,-0.0004031,23.2289,33.7289,103.313,0
0.483333,-0.0496597,-0.000425677,24.0979,34.5979,105.244,0
0.491667,-0.057877,-0.000449055,24.983,35.483,107.175,0
0.5,-0.0667973,-0.00047326,25.8841,36.3841,109.108,0
0.508333,-0.0764576,-0.000498298,26.8014,37.3014,111.041,0
0.516667,-0.0868963,-0.000524172,27.7348,38.2348,112.976,0
0.525,-0.0981525,-0.000550896,28.6844,39.1844,114.911,0
0.533333,-0.110267,-0.000578484,29.65,40.15,116.847,0
0.541667,-0.12328,-0.000606939,30.6318,41.1318,118.782,0
0.55,-0.137233,-0.000636279,31.6297,42.1297,120.713,0
0.558333,-0.152166,-0.000666502,32.6437,43.1437,122.64,0
0.566667,-0.168122,-0.000697618,33.6737,44.1737,124.565,0
0.575,-0.185143,-0.000729638,34.7198,45.2198,126.486,0
0.583333,-0.203274,-0.000762576,35.7818,46.2818,128.404,0
0.591667,-0.222558,-0.000796426,36.8599,47.3599,130.318,0
0.6,-0.24304,-0.00083119,37.9538,48.4538,132.23,0
0.608333,-0.264766,-0.000866879,39.0637,49.5637,134.142,0
0.616667,-0.287786,-0.000903502,40.1895,50.6895,136.053,0
0.625,-0.312146,-0.000941054,41.3313,51.8313,137.964,0
0.633333,-0.337896,-0.000979539,42.4889,52.9889,139.873,0
0.641667,-0.365084,-0.00101896,43.6625,54.1625,141.782,0
0.65,-0.39376,-0.00105931,44.852,55.352,143.69,0
0.658333,-0.423974,-0.00110059,46.0573,56.5573,145.596,0
0.666667,-0.455777,-0.0011428,47.2786,57.7786,147.502,0
0.675,-0.489218,-0.00118594,48.5157,59.0157,149.406,0
0.683333,-0.524348,-0.00123,49.7687,60.2687,151.31,0
0.691667,-0.561219,-0.00127497,51.0376,61.5376,153.213,0
0.7,-0.599881,-0.00132086,52.3223,62.8223,155.117,0
0.708333,-0.640389,-0.00136764,53.6229,64.1229,157.022,0
0.716667,-0.682793,-0.0014153,54.9393,65.4393,158.927,0
0.725,-0.727144,-0.00146385,56.2716,66.7716,160.832,0
0.733333,-0.773495,-0.00151325,57.6199,68.1199,162.737,0
0.741667,-0.821897,-0.00156349,58.9839,69.4839,164.643,0
0.75,-0.8724,-0.00161457,60.3639,70.8639,166.549,0
0.758333,-0.925055,-0.00166644,61.7598,72.2598,168.455,0
0.766667,-0.979911,-0.00171909,63.1715,73.6715,170.361,0
0.775,-1.03702,-0.00177251,64.5991,75.0991,172.269,0
0.783333,-1.09642,-0.00182665,66.0427,76.5427,174.179,0
0.791667,-1.15818,-0.00188148,67.5021,78.0021,176.09,0
0.8,-1.22233,-0.00193698,68.9775,79.4775,178.002,0
0.808333,-1.28892,-0.00199311,70.4689,80.9689,179.915,0
0.816667,-1.35799,-0.00204982,71.9761,82.4761,181.83,0
0.825,-1.4296,-0.00210707,73.4994,83.9994,183.747,0
0.833333,-1.50378,-0.00216481,75.0386,85.5386,185.665,0
0.841667,-1.58057,-0.00222299,76.5938,87.0938,187.579,0
0.85,-1.66,-0.00228156,78.1649,88.6649,189.49,0
0.858333,-1.74211,-0.00234047,79.752,90.252,191.399,0
0.866667,-1.82692,-0.00239965,81.3549,91.8549,193.306,0
0.875,-1.91446,-0.00245903,82.9738,93.4738,195.21,0
0.883333,-2.00476,-0.00251853,84.6084,95.1084,197.112,0
0.891667,-2.09785,-0.00257809,86.259,96.759,199.012,0
0.9,-2.19374,-0.00263761,87.9253,98.4253,200.91,0
0.908333,-2.29245,-0.002697,89.6075,100.107,202.806,0
0.916667,-2.394,-0.00275619,91.3054,101.805,204.699,0
0.925,-2.4984,-0.00281504,93.0191,103.519,206.59,0
0.933333,-2.60567,-0.00287347,94.7486,105.249,208.479,0
0.941667,-2.7158,-0.00293134,96.4938,106.994,210.365,0
0.95,-2.82881,-0.00298854,98.2547,108.755,212.25,0
0.958333,-2.9447,-0.00304493,100.031,110.531,214.132,0
0.966667,-3.06347,-0.00310035,101.824,112.324,216.013,0
0.975,-3.18511,-0.00315467,103.632,114.132,217.892,0
0.983333,-3.30963,-0.0032077,105.455,115.955,219.768,0
0.991667,-3.437,-0.00325929,107.294,117.794,221.643,0
1,-3.56721,-0.00330922,109.149,119.649,223.517,0
1.00833,-3.70026,-0.00335732,111.02,121.52,225.39,0
1.01667,-3.83613,-0.00340334,112.906,123.406,227.264,0
1.025,-3.9748,-0.00344707,114.807,125.307,229.137,0
1.03333,-4.11625,-0.00348825,116.725,127.225,231.009,0
1.04167,-4.26045,-0.00352661,118.658,129.158,232.881,0
1.05,-4.40737,-0.00356188,120.606,131.106,234.753,0
1.05833,-4.55699,-0.00359373,122.57,133.07,236.625,0
1.06667,-4.70928,-0.00362186,124.55,135.05,238.497,0
1.075,-4.86419,-0.00364591,126.545,137.045,240.367,0
1.08333,-5.02169,-0.00366552,128.556,139.056,238.957,0
1.09167,-5.17418,-0.00369892,130.53,141.03,238.642,0
1.1,-5.32952,-0.00372769,132.521,143.021,238.326,0
1.10833,-5.48426,-0.00375975,134.506,145.006,238.011,0
1.11667,-5.63895,-0.00379384,136.488,146.988,237.696,0
1.125,-5.79361,-0.00382996,138.468,148.968,237.381,0
1.13333,-5.94823,-0.0038681,140.444,150.944,237.066,0
1.14167,-6.10281,-0.00390826,142.419,152.919,236.751,0
1.15,-6.25734,-0.00395043,144.39,154.89,236.436,0
1.15833,-6.41184,-0.00399462,146.359,156.859,236.122,0
1.16667,-6.5663,-0.00404082,148.326,158.826,235.808,0
1.175,-6.72072,-0.00408902,150.289,160.789,235.493,0
1.18333,-6.8751,-0.00413923,152.251,162.751,235.179,0
1.19167,-7.02944,-0.00419145,154.209,164.709,234.865,0
1.2,-7.18374,-0.00424565,156.165,166.665,234.551,0
1.20833,-7.338,-0.00430186,158.118,168.618,234.237,0
1.21667,-7.49222,-0.00436006,160.069,170.569,233.924,0
1.225,-7.6464,-0.00442025,162.017,172.517,233.61,0
1.23333,-7.80055,-0.00448242,163.963,174.463,233.296,0
1.24167,-7.95465,-0.00454658,165.905,176.405,232.983,0
1.25,-8.10872,-0.00461272,167.846,178.346,232.67,0
1.25833,-8.26274,-0.00468084,169.783,180.283,232.356,0
1.26667,-8.41673,-0.00475093,171.718,182.218,232.043,0
1.275,-8.57068,-0.00482299,173.651,184.151,231.73,0
1.28333,-8.72459,-0.00489702,175.58,186.08,231.417,0
1.29167,-8.87846,-0.00497302,177.508,188.008,231.104,0
1.3,-9.03229,-0.00505099,179.432,189.932,230.792,0
1.30833,-9.18608,-0.00513092,181.354,191.854,230.479,0
1.31667,-9.33983,-0.0052128,183.274,193.774,230.167,0
1.325,-9.49355,-0.00529663,185.19,195.69,229.854,0
1.33333,-9.64722,-0.00538242,187.104,197.604,229.542,0
1.34167,-9.80086,-0.00547016,189.016,199.516,229.23,0
1.35,-9.95446,-0.00555984,190.925,201.425,228.918,0
1.35833,-10.108,-0.00565147,192.831,203.331,228.606,0
1.36667,-10.2615,-0.00574503,194.735,205.235,228.294,0
1.375,-10.415,-0.00584054,196.636,207.136,227.982,0
1.38333,-10.5685,-0.00593797,198.535,209.035,227.671,0
1.39167,-10.7219,-0.00603734,200.431,210.931,227.359,0
1.4,-10.8752,-0.00613864,202.324,212.824,227.048,0
1.40833,-11.0286,-0.00624186,204.215,214.715,226.737,0
1.41667,-11.1819,-0.00634701,206.103,216.603,226.425,0
1.425,-11.3351,-0.00645408,207.989,218.489,226.115,0
1.43333,-11.4883,-0.00656305,209.872,220.372,225.804,0
1.44167,-11.6415,-0.00667395,211.752,222.252,225.493,0
1.45,-11.7947,-0.00678676,213.63,224.13,225.182,0
1.45833,-11.9478,-0.00690148,215.505,226.005,224.872,0
1.46667,-12.1008,-0.0070181,217.378,227.878,224.562,0
1.475,-12.2539,-0.00713662,219.248,229.748,224.252,0
1.48333,-12.4069,-0.00725705,221.115,231.615,223.942,0
1.49167,-12.5598,-0.00737937,222.98,233.48,223.632,0
1.5,-12.7127,-0.00750359,224.843,235.343,223.322,0
1.50833,-12.8656,-0.00762969,226.702,237.202,223.013,0
1.51667,-13.0185,-0.00775769,228.559,239.059,222.703,0
1.525,-13.1713,-0.00788757,230.414,240.914,222.394,0
1.53333,-13.3241,-0.00801934,232.266,242.766,222.085,0
1.54167,-13.4768,-0.00815298,234.115,244.615,221.776,0
1.55,-13.6295,-0.0082885,235.962,246.462,221.467,0
1.55833,-13.7821,-0.0084259,237.807,248.307,221.158,0
1.56667,-13.9348,-0.00856517,239.648,250.148,220.849,0
1.575,-14.0874,-0.00870631,241.487,251.987,220.541,0
1.58333,-14.2399,-0.00884931,243.324,253.824,220.233,0
1.59167,-14.3924,-0.00899418,245.158,255.658,219.924,0
1.6,-14.5449,-0.0091409,246.989,257.489,219.616,0
1.60833,-14.6974,-0.00928949,248.818,259.318,219.308,0
1.61667,-14.8498,-0.00943992,250.645,261.145,219,0
1.625,-15.0021,-0.00959221,252.468,262.968,218.692,0
1.63333,-15.1545,-0.00974635,254.289,264.789,218.384,0
1.64167,-15.3068,-0.00990234,256.108,266.608,218.077,0
1.65,-15.4591,-0.0100602,257.924,268.424,217.769,0
1.65833,-15.6113,-0.0102198,259.738,270.238,217.461,0
1.66667,-15.7635,-0.0103813,261.549,272.049,217.154,0
1.675,-15.9156,-0.0105447,263.357,273.857,216.847,0
1.68333,-16.0678,-0.0107099,265.163,275.663,216.539,0
1.69167,-16.2199,-0.0108769,266.966,277.466,216.232,0
1.7,-16.3719,-0.0110457,268.767,279.267,215.925,0
1.70833,-16.5239,-0.0112163,270.565,281.065,215.618,0
1.71667,-16.6759,-0.0113888,272.36,282.86,215.311,0
1.725,-16.8279,-0.0115631,274.153,284.653,215.004,0
1.73333,-16.9798,-0.0117392,275.944,286.444,214.697,0
1.74167,-17.1316,-0.0119171,277.731,288.231,214.391,0
1.75,-17.2835,-0.0120969,279.517,290.017,214.084,0
1.75833,-17.4353,-0.0122784,281.3,291.8,213.778,0
1.76667,-17.5871,-0.0124617,283.08,293.58,213.471,0
1.775,-17.7388,-0.0126469,284.857,295.357,213.165,0
1.78333,-17.8905,-0.0128338,286.633,297.133,212.859,0
1.79167,-18.0422,-0.0130226,288.405,298.905,212.553,0
1.8,-18.1938,-0.0132131,290.175,300.675,212.247,0
1.80833,-18.3454,-0.0134054,291.943,302.443,211.941,0
1.81667,-18.4969,-0.0135995,293.707,304.207,211.635,0
1.825,-18.6485,-0.0137954,295.47,305.97,211.329,0
1.83333,-18.8,-0.0139931,297.23,307.73,211.024,0
1.84167,-18.9514,-0.0141925,298.987,309.487,210.718,0
1.85,-19.1028,-0.0143938,300.742,311.242,210.413,0
1.85833,-19.2542,-0.0145968,302.494,312.994,210.108,0
1.86667,-19.4056,-0.0148015,304.243,314.743,209.803,0
1.875,-19.5569,-0.0150081,305.991,316.491,209.498,0
1.88333,-19.7082,-0.0152164,307.735,318.235,209.193,0
1.89167,-19.8594,-0.0154265,309.477,319.977,208.888,0
1.9,-20.0106,-0.0156383,311.217,321.717,208.584,0
1.90833,-20.1618,-0.0158519,312.954,323.454,208.279,0
1.91667,-20.313,-0.0160672,314.688,325.188,207.975,0
1.925,-20.4641,-0.0162843,316.42,326.92,207.67,0
1.93333,-20.6152,-0.0165031,318.149,328.649,207.366,0
1.94167,-20.7662,-0.0167237,319.876,330.376,207.062,0
1.95,-20.9172,-0.0169461,321.6,332.1,206.758,0
1.95833,-21.0682,-0.0171701,323.322,333.822,206.454,0
1.96667,-21.2191,-0.0173959,325.041,335.541,206.15,0
1.975,-21.3701,-0.0176235,326.758,337.258,205.847,0
1.98333,-21.5209,-0.0178528,328.472,338.972,205.543,0
1.99167,-21.6718,-0.0180838,330.183,340.683,205.24,0
2,-21.8226,-0.0183165,331.893,342.393,204.936,0
2.00833,-21.9734,-0.018551,333.599,344.099,204.633,0
2.01667,-22.1241,-0.0187871,335.303,345.803,204.33,0
2.025,-22.2748,-0.019025,337.005,347.505,203.687,0
2.03333,-22.4248,-0.0192639,338.698,349.198,203.159,0
2.04167,-22.5747,-0.0195045,340.389,350.889,202.633,0
2.05,-22.7243,-0.0197464,342.076,352.576,202.107,0
2.05833,-22.8736,-0.0199898,343.758,354.258,201.583,0
2.06667,-23.0226,-0.0202347,345.436,355.936,201.061,0
2.075,-23.1713,-0.0204809,347.109,357.609,200.539,0
2.08333,-23.3197,-0.0207286,348.778,359.278,200.019,0
2.09167,-23.4679,-0.0209777,350.443,360.943,199.5,0
2.1,-23.6157,-0.0212281,352.103,362.603,198.982,0
2.10833,-23.7633,-0.02148,353.759,364.259,198.465,0
2.11667,-23.9106,-0.0217333,355.411,365.911,197.95,0
2.125,-24.0577,-0.021988,357.058,367.558,197.436,0
2.13333,-24.2044,-0.022244,358.701,369.201,196.923,0
2.14167,-24.3509,-0.0225014,360.34,370.84,196.411,0
2.15,-24.4971,-0.0227602,361.975,372.475,195.9,0
2.15833,-24.643,-0.0230204,363.605,374.105,195.391,0
2.16667,-24.7886,-0.0232819,365.231,375.731,194.883,0
2.175,-24.934,-0.0235448,366.853,377.353,194.375,0
2.18333,-25.0791,-0.0238091,368.471,378.971,193.869,0
2.19167,-25.2239,-0.0240746,370.084,380.584,193.364,0
2.2,-25.3684,-0.0243416,371.694,382.194,192.861,0
2.20833,-25.5127,-0.0246098,373.299,383.799,192.358,0
2.21667,-25.6567,-0.0248794,374.9,385.4,191.856,0
2.225,-25.8005,-0.0251503,376.496,386.996,191.356,0
2.23333,-25.9439,-0.0254226,378.089,388.589,190.856,0
2.24167,-26.0871,-0.0256961,379.677,390.177,190.358,0
2.25,-26.2301,-0.025971,381.262,391.762,189.86,0
2.25833,-26.3727,-0.0262472,382.842,393.342,189.364,0
2.26667,-26.5151,-0.0265246,384.418,394.918,188.868,0
2.275,-26.6573,-0.0268034,385.99,396.49,188.374,0
2.28333,-26.7992,-0.0270834,387.557,398.057,187.88,0
2.29167,-26.9408,-0.0273648,389.121,399.621,187.387,0
2.3,-27.0821,-0.0276474,390.68,401.18,186.895,0
2.30833,-27.2232,-0.0279313,392.236,402.736,186.402,0
2.31667,-27.3641,-0.0282164,393.787,404.287,185.908,0
2.325,-27.5046,-0.0285028,395.334,405.834,185.407,0
2.33333,-27.6449,-0.0287905,396.877,407.377,184.911,0
2.34167,-27.7849,-0.0290794,398.416,408.916,184.416,0
2.35,-27.9247,-0.0293695,399.951,410.451,183.922,0
2.35833,-28.0642,-0.0296608,401.482,411.982,183.43,0
2.36667,-28.2034,-0.0299534,403.008,413.508,182.939,0
2.375,-28.3423,-0.0302472,404.531,415.031,182.449,0
2.38333,-28.481,-0.0305422,406.049,416.549,181.961,0
2.39167,-28.6195,-0.0308385,407.563,418.063,181.475,0
2.4,-28.7577,-0.0311359,409.074,419.574,180.989,0
2.40833,-28.8956,-0.0314345,410.58,421.08,180.506,0
2.41667,-29.0333,-0.0317344,412.082,422.582,180.023,0
2.425,-29.1707,-0.0320354,413.58,424.08,179.542,0
2.43333,-29.3078,-0.0323377,415.074,425.574,179.062,0
2.44167,-29.4447,-0.0326411,416.565,427.065,178.584,0
2.45,-29.5814,-0.0329457,418.051,428.551,178.107,0
2.45833,-29.7178,-0.0332515,419.533,430.033,177.631,0
2.46667,-29.8539,-0.0335585,421.011,431.511,177.156,0
2.475,-29.9898,-0.0338666,422.486,432.986,176.682,0
2.48333,-30.1255,-0.0341759,423.956,434.456,176.21,0
2.49167,-30.2609,-0.0344864,425.423,435.923,175.738,0
2.5,-30.3961,-0.034798,426.885,437.385,175.268,0
2.50833,-30.531,-0.0351108,428.344,438.844,174.798,0
2.51667,-30.6657,-0.0354247,429.798,440.298,174.331,0
2.525,-30.8001,-0.0357398,431.249,441.749,173.866,0
2.53333,-30.9343,-0.036056,432.696,443.196,173.403,0
2.54167,-31.0683,-0.0363734,434.139,444.639,172.942,0
2.55,-31.202,-0.0366919,435.579,446.079,172.483,0
2.55833,-31.3355,-0.0370115,437.014,447.514,172.026,0
2.56667,-31.4688,-0.0373323,438.446,448.946,171.57,0
2.575,-31.6018,-0.0376542,439.874,450.374,171.117,0
2.58333,-31.7347,-0.0379773,441.298,451.798,170.664,0
2.59167,-31.8673,-0.0383015,442.718,453.218,170.214,0
2.6,-31.9996,-0.0386268,444.135,454.635,169.763,0
2.60833,-32.1318,-0.0389532,445.547,456.047,169.311,0
2.61667,-32.2637,-0.0392807,446.956,457.456,168.859,0
2.625,-32.3954,-0.0396093,448.362,458.862,168.406,0
2.63333,-32.5268,-0.039939,449.763,460.263,167.952,0
2.64167,-32.658,-0.0402698,451.161,461.661,167.497,0
2.65,-32.789,-0.0406017,452.555,463.055,167.043,0
2.65833,-32.9198,-0.0409346,453.945,464.445,166.591,0
2.66667,-33.0503,-0.0412687,455.331,465.831,166.14,0
2.675,-33.1806,-0.0416038,456.714,467.214,165.689,0
2.68333,-33.3107,-0.0419399,458.093,468.593,165.241,0
2.69167,-33.4406,-0.0422771,459.468,469.968,164.793,0
2.7,-33.5702,-0.0426154,460.839,471.339,164.347,0
2.70833,-33.6996,-0.0429548,462.207,472.707,163.901,0
2.71667,-33.8288,-0.0432951,463.571,474.071,163.457,0
2.725,-33.9578,-0.0436366,464.931,475.431,163.014,0
2.73333,-34.0865,-0.043979,466.288,476.788,162.572,0
2.74167,-34.215,-0.0443226,467.641,478.141,162.131,0
2.75,-34.3434,-0.0446671,468.99,479.49,161.69,0
2.75833,-34.4714,-0.0450127,470.336,480.836,161.251,0
2.76667,-34.5993,-0.0453593,471.678,482.178,160.812,0
2.775,-34.727,-0.0457069,473.016,483.516,160.374,0
2.78333,-34.8544,-0.0460556,474.351,484.851,159.937,0
2.79167,-34.9816,-0.0464053,475.682,486.182,159.503,0
2.8,-35.1087,-0.046756,477.009,487.509,159.07,0
2.80833,-35.2355,-0.0471077,478.333,488.833,158.64,0
2.81667,-35.3621,-0.0474604,479.653,490.153,158.212,0
2.825,-35.4885,-0.0478141,480.97,491.47,157.786,0
2.83333,-35.6147,-0.0481689,482.283,492.783,157.361,0
2.84167,-35.7406,-0.0485246,483.592,494.092,156.938,0
2.85,-35.8664,-0.0488814,484.899,495.399,156.516,0
2.85833,-35.992,-0.0492392,486.201,496.701,156.093,0
2.86667,-36.1174,-0.0495979,487.5,498,155.67,0
2.875,-36.2426,-0.0499577,488.796,499.296,155.247,0
2.88333,-36.3676,-0.0503184,490.088,500.588,154.823,0
2.89167,-36.4924,-0.0506802,491.376,501.876,154.398,0
2.9,-36.617,-0.0510429,492.661,503.161,153.973,0
2.90833,-36.7414,-0.0514065,493.942,504.442,153.548,0
2.91667,-36.8656,-0.0517711,495.22,505.72,153.125,0
2.925,-36.9895,-0.0521367,496.494,506.994,152.702,0
2.93333,-37.1133,-0.0525032,497.765,508.265,152.281,0
2.94167,-37.2369,-0.0528707,499.032,509.532,151.86,0
2.95,-37.3603,-0.0532391,500.296,510.796,151.441,0
2.95833,-37.4834,-0.0536085,501.556,512.056,151.023,0
2.96667,-37.6064,-0.0539788,502.813,513.313,150.605,0
2.975,-37.7292,-0.05435,504.066,514.566,150.189,0
2.98333,-37.8518,-0.0547222,505.316,515.816,149.773,0
2.99167,-37.9742,-0.0550953,506.563,517.063,149.357,0
3,-38.0964,-0.0554693,507.806,518.306,148.943,0
3.00833,-38.2184,-0.0558443,509.045,519.545,148.529,0
3.01667,-38.3402,-0.0562202,510.281,520.781,148.115,0
3.025,-38.4618,-0.056597,511.514,522.014,147.703,0
3.03333,-38.5832,-0.0569747,512.743,523.243,147.291,0
3.04167,-38.7044,-0.0573533,513.969,524.469,146.882,0
3.05,-38.8255,-0.0577329,515.191,525.691,146.475,0
3.05833,-38.9463,-0.0581133,516.41,526.91,146.07,0
3.06667,-39.067,-0.0584947,517.625,528.125,145.667,0
3.075,-39.1875,-0.0588769,518.838,529.338,145.265,0
3.08333,-39.3078,-0.0592601,520.047,530.547,144.865,0
3.09167,-39.428,-0.0596442,521.252,531.752,144.467,0
3.1,-39.5479,-0.0600292,522.454,532.954,144.067,0
3.10833,-39.6677,-0.0604151,523.653,534.153,143.667,0
3.11667,-39.7873,-0.0608019,524.849,535.349,143.267,0
3.125,-39.9067,-0.0611896,526.041,536.541,142.866,0
3.13333,-40.026,-0.0615781,527.23,537.73,142.466,0
3.14167,-40.145,-0.0619676,528.415,538.915,142.064,0
3.15,-40.2639,-0.0623579,529.598,540.098,141.663,0
3.15833,-40.3826,-0.062749,530.776,541.276,141.263,0
3.16667,-40.5011,-0.0631411,531.952,542.452,140.864,0
3.175,-40.6194,-0.0635339,533.124,543.624,140.465,0
3.18333,-40.7376,-0.0639277,534.293,544.793,140.068,0
3.19167,-40.8556,-0.0643223,535.459,545.959,139.671,0
3.2,-40.9734,-0.0647177,536.621,547.121,139.275,0
3.20833,-41.091,-0.065114,537.78,548.28,138.88,0
3.21667,-41.2084,-0.0655111,538.936,549.436,138.486,0
3.225,-41.3257,-0.0659091,540.088,550.588,138.092,0
3.23333,-41.4428,-0.0663079,541.237,551.737,137.698,0
3.24167,-41.5597,-0.0667076,542.383,552.883,137.305,0
3.25,-41.6764,-0.0671081,543.526,554.026,136.913,0
3.25833,-41.793,-0.0675094,544.665,555.165,136.521,0
3.26667,-41.9094,-0.0679115,545.801,556.301,136.13,0
3.275,-42.0256,-0.0683145,546.934,557.434,135.74,0
3.28333,-42.1417,-0.0687182,548.063,558.563,135.352,0
3.29167,-42.2576,-0.0691228,549.19,559.69,134.966,0
3.3,-42.3733,-0.0695282,550.313,560.813,134.581,0
3.30833,-42.4888,-0.0699345,551.433,561.933,134.198,0
3.31667,-42.6042,-0.0703415,552.549,563.049,133.817,0
3.325,-42.7195,-0.0707494,553.663,564.163,133.437,0
3.33333,-42.8345,-0.0711581,554.773,565.273,133.058,0
3.34167,-42.9494,-0.0715676,555.881,566.381,132.678,0
3.35,-43.0642,-0.071978,556.985,567.485,132.298,0
3.35833,-43.1788,-0.0723891,558.086,568.586,131.918,0
3.36667,-43.2932,-0.072801,559.183,569.683,131.538,0
3.375,-43.4075,-0.0732137,560.278,570.778,131.157,0
3.38333,-43.5216,-0.0736272,561.369,571.869,130.777,0
3.39167,-43.6355,-0.0740415,562.458,572.958,130.396,0
3.4,-43.7493,-0.0744566,563.543,574.043,130.016,0
3.40833,-43.863,-0.0748725,564.625,575.125,129.637,0
3.41667,-43.9764,-0.0752891,565.703,576.203,129.259,0
3.425,-44.0897,-0.0757065,566.779,577.279,128.881,0
3.43333,-44.2029,-0.0761246,567.851,578.351,128.504,0
3.44167,-44.3158,-0.0765436,568.921,579.421,128.128,0
3.45,-44.4287,-0.0769632,569.987,580.487,127.752,0
3.45833,-44.5413,-0.0773837,571.05,581.55,127.377,0
3.46667,-44.6538,-0.0778049,572.11,582.61,127.002,0
3.475,-44.7662,-0.0782269,573.167,583.667,126.628,0
3.48333,-44.8784,-0.0786496,574.22,584.72,126.254,0
3.49167,-44.9904,-0.079073,575.271,585.771,125.881,0
3.5,-45.1023,-0.0794972,576.318,586.818,125.508,0
3.50833,-45.214,-0.0799222,577.363,587.863,125.136,0
3.51667,-45.3256,-0.0803479,578.404,588.904,124.765,0
3.525,-45.437,-0.0807743,579.442,589.942,124.394,0
3.53333,-45.5483,-0.0812014,580.477,590.977,124.026,0
3.54167,-45.6594,-0.0816293,581.509,592.009,123.659,0
3.55,-45.7704,-0.082058,582.538,593.038,123.293,0
3.55833,-45.8812,-0.0824873,583.564,594.064,122.929,0
3.56667,-45.9919,-0.0829175,584.587,595.087,122.566,0
3.575,-46.1024,-0.0833483,585.607,596.107,122.204,0
3.58333,-46.2128,-0.0837799,586.624,597.124,121.842,0
3.59167,-46.3231,-0.0842122,587.638,598.138,121.48,0
