Time,X_ft,Y_ft,Z_ft,Altitude,Vertical_Velocity,Vertical_Acceleration,Body_Accel_X_ft_s2,Body_Accel_Y_ft_s2,Body_Accel_Z_ft_s2,Drogue_Deployed,Main_Deployed,CG_x_in,Mass_lbs,Pred_Apogee_ft,Roll_deg,Pitch_deg,Yaw_deg,P_rad_s,Q_rad_s,R_rad_s,RACS_Cant_deg,RACS_Cmd_deg
0.005,-6.62112e-07,0,8.9607e-07,548.281,-0.160732,0.0916803,0.0897783,8.85381e-10,-0.0249027,0,0,40.9332,15.16,3.28084,1.02888e-11,84.75,270,-1.42979e-18,-8.56177e-13,-1.26119e-11,0.125,0
0.01,-5.04602e-06,0,-0.0015402,548.279,-0.320776,389.059,390.696,1.76977e-09,-0.0237,0,0,40.9332,15.16,3.2793,-1.70669e-11,84.75,270,4.86215e-07,-0.000397605,-3.13027e-11,0.125,0
0.015,-1.14576e-05,1.19511e-06,-0.00354278,548.277,2.4362,389.168,390.804,3.17448e-09,-0.0437276,0,0,40.9259,15.1552,3.36005,1.39518e-07,84.7499,270,9.72721e-07,-0.000797624,1.1653e-10,0.125,0
0.02,6.91286e-05,-0.00256102,0.021608,548.302,4.22159,389.285,390.92,5.47595e-09,-0.0554106,0,0,40.9186,15.1504,3.50327,4.19784e-07,84.7497,270,1.50662e-06,-0.00119192,4.3053e-10,0.125,0
0.025,0.000144576,-0.00504777,0.0451553,548.326,6.00757,389.113,390.746,8.48532e-09,-0.066732,0,0,40.9113,15.1456,3.884,8.55403e-07,84.7493,270,2.10456e-06,-0.00159864,9.04403e-10,0.125,0
0.03,0.000255133,-0.00861153,0.0796595,548.36,7.79197,387.7,389.327,1.26471e-08,-0.0779712,0,0,40.904,15.1408,4.25015,1.46581e-06,84.7489,270,2.79243e-06,-0.00202709,1.54163e-09,0.125,0
0.035,0.000394252,-0.0130644,0.123077,548.404,9.56621,386.292,387.912,1.81686e-08,-0.089219,0,0,40.8967,15.136,4.82576,2.278e-06,84.7483,270,3.59599e-06,-0.00248441,2.34765e-09,0.125,0
0.04,0.000561655,-0.0183985,0.175323,548.456,11.3334,384.888,386.501,2.53203e-08,-0.100554,0,0,40.8894,15.1312,5.41518,3.32646e-06,84.7476,270,4.5402e-06,-0.00297591,3.33089e-09,0.125,0
0.045,0.000757335,-0.0246133,0.236394,548.517,13.0936,383.487,385.095,3.43973e-08,-0.111994,0,0,40.8822,15.1265,6.04146,4.65307e-06,84.7467,270,5.64988e-06,-0.00350564,4.50192e-09,0.125,0
0.05,0.000981162,-0.0317049,0.306248,548.587,14.8468,382.091,383.692,4.57221e-08,-0.123534,0,0,40.8749,15.1218,6.98757,6.24548e-06,84.7457,270,6.94956e-06,-0.0040767,5.87323e-09,0.125,0
0.055,0.00123303,-0.0396699,0.384851,548.666,16.593,380.698,382.293,5.96494e-08,-0.135165,0,0,40.8677,15.117,7.8282,8.28325e-06,84.7445,270,8.46345e-06,-0.00469145,7.45904e-09,0.125,0
0.06,0.00151281,-0.0485052,0.472168,548.753,18.3323,379.31,380.898,7.65708e-08,-0.146874,0,0,40.8606,15.1124,8.95847,1.07015e-05,84.7432,270,1.02155e-05,-0.00535175,9.27539e-09,0.125,0
0.065,0.00182041,-0.0582073,0.568164,548.849,20.0647,377.924,379.507,9.69187e-08,-0.158646,0,0,40.8534,15.1077,10.0076,1.37051e-05,84.7417,270,1.22293e-05,-0.00605905,1.13403e-08,0.125,0
0.07,0.00215571,-0.0687732,0.672804,548.954,21.7901,376.542,378.119,1.21171e-07,-0.170471,0,0,40.8463,15.103,11.319,1.71909e-05,84.7399,270,1.45282e-05,-0.00681453,1.36738e-08,0.125,0
0.075,0.00251859,-0.0801996,0.786054,549.067,23.5086,375.558,377.131,1.49855e-07,-0.182337,0,0,40.8391,15.0984,12.5707,2.13906e-05,84.738,270,1.71352e-05,-0.00761911,1.62984e-08,0.125,0
0.08,0.00290896,-0.0924834,0.90788,549.189,25.2232,374.628,376.197,1.83571e-07,-0.194256,0,0,40.832,15.0938,14.0626,2.63429e-05,84.7358,270,2.00731e-05,-0.00847355,1.92395e-08,0.125,0
0.085,0.00332679,-0.105624,1.03827,549.319,26.9333,373.698,375.263,2.22965e-07,-0.206216,0,0,40.825,15.0891,15.5161,3.21427e-05,84.7334,270,2.3365e-05,-0.00937854,2.25255e-08,0.125,0
0.09,0.00377199,-0.119619,1.17721,549.458,28.6387,372.77,374.332,2.68747e-07,-0.218209,0,0,40.8179,15.0845,17.1877,3.88914e-05,84.7307,270,2.70336e-05,-0.0103347,2.61882e-08,0.125,0
0.095,0.00424447,-0.134466,1.32466,549.605,30.3395,371.842,373.401,3.21697e-07,-0.230228,0,0,40.8108,15.0799,18.8383,4.66968e-05,84.7277,270,3.11015e-05,-0.0113424,3.02639e-08,0.125,0
0.1,0.00474417,-0.150163,1.4806,549.761,32.0357,370.916,372.471,3.82665e-07,-0.242269,0,0,40.8038,15.0754,20.6873,5.5673e-05,84.7245,270,3.55911e-05,-0.0124022,3.47933e-08,0.125,0
0.105,0.00527101,-0.166709,1.64501,549.926,33.7272,369.99,371.543,4.52581e-07,-0.254325,0,0,40.7968,15.0708,22.5308,6.59404e-05,84.7209,270,4.05244e-05,-0.0135144,3.98222e-08,0.125,0
0.11,0.00582492,-0.184101,1.81786,550.099,35.4141,369.066,370.616,5.32452e-07,-0.266394,0,0,40.7897,15.0662,24.5551,7.76253e-05,84.717,270,4.59235e-05,-0.0146792,4.54024e-08,0.125,0
0.115,0.00640583,-0.202338,1.99914,550.28,37.0964,368.143,369.69,6.2337e-07,-0.278469,0,0,40.7827,15.0617,26.5874,9.08602e-05,84.7128,270,5.18102e-05,-0.0158969,5.1592e-08,0.125,0
0.12,0.00701365,-0.221418,2.18882,550.47,38.7741,367.22,368.765,7.26515e-07,-0.290548,0,0,40.7758,15.0572,28.6351,0.000105783,84.7083,270,5.82059e-05,-0.0171678,5.84562e-08,0.125,0
0.125,0.00764833,-0.241339,2.38688,550.668,40.4471,366.299,367.841,8.43158e-07,-0.302626,0,0,40.7688,15.0527,31.0017,0.000122539,84.7034,270,6.51321e-05,-0.0184919,6.60679e-08,0.125,0
0.13,0.00830978,-0.262099,2.59329,550.874,42.1156,365.378,366.919,9.74666e-07,-0.314699,0,0,40.7618,15.0481,33.2314,0.000141277,84.6981,270,7.261e-05,-0.0198695,7.45085e-08,0.125,0
0.135,0.00899793,-0.283698,2.80803,551.089,43.7794,364.459,365.998,1.1225e-06,-0.326763,0,0,40.7549,15.0436,35.7675,0.000162152,84.6924,270,8.06605e-05,-0.0213007,8.38686e-08,0.125,0
0.14,0.00971271,-0.306133,3.03108,551.312,45.4387,363.54,365.078,1.28823e-06,-0.338815,0,0,40.7479,15.0392,38.1749,0.000185326,84.6863,270,8.93045e-05,-0.0227854,9.42489e-08,0.125,0
0.145,0.010454,-0.329404,3.26241,551.543,47.0934,362.623,364.159,1.47353e-06,-0.35085,0,0,40.741,15.0347,40.8783,0.000210965,84.6797,270,9.85624e-05,-0.0243239,1.05761e-07,0.125,0
0.15,0.0112219,-0.353508,3.502,551.783,48.7435,381.912,383.535,1.68016e-06,-0.362865,0,0,40.7341,15.0302,43.4592,0.000239241,84.6728,270,0.000108455,-0.0259161,1.18527e-07,0.125,0
0.155,0.0120161,-0.378444,3.74984,552.031,50.5405,381,382.622,1.91552e-06,-0.375929,0,0,40.7272,15.0258,46.569,0.00027033,84.6654,270,0.000119002,-0.027562,1.32684e-07,0.125,0
0.16,0.0128413,-0.404347,4.00734,552.288,52.2825,380.09,381.712,2.17536e-06,-0.388608,0,0,40.7204,15.0213,49.5065,0.000304414,84.6575,270,0.000130287,-0.0292664,1.48344e-07,0.125,0
0.165,0.0136926,-0.431076,4.27299,552.554,54.0199,379.18,380.802,2.46351e-06,-0.401256,0,0,40.7135,15.0169,52.7103,0.000341697,84.6491,270,0.000142312,-0.0310276,1.6569e-07,0.125,0
0.17,0.0145721,-0.45869,4.54743,552.828,55.7528,378.272,379.894,2.78243e-06,-0.413868,0,0,40.7067,15.0125,55.8432,0.000382384,84.6402,270,0.000155099,-0.0328457,1.84906e-07,0.125,0
0.175,0.0154793,-0.48718,4.83052,553.111,57.4812,377.364,378.987,3.13463e-06,-0.426439,0,0,40.6998,15.0081,59.2188,0.000426684,84.6308,270,0.000168671,-0.0347204,2.06193e-07,0.125,0
0.18,0.0164142,-0.516544,5.12224,553.403,59.205,376.457,378.081,3.52279e-06,-0.438963,0,0,40.693,15.0037,62.5433,0.000474813,84.6208,270,0.00018305,-0.0366518,2.29772e-07,0.125,0
0.185,0.0173767,-0.546781,5.42256,553.703,60.9243,375.762,377.388,3.94972e-06,-0.451436,0,0,40.6862,14.9993,66.0885,0.000526989,84.6103,270,0.000198258,-0.0386397,2.55882e-07,0.125,0
0.19,0.0183667,-0.577891,5.73147,554.012,62.6406,375.288,376.917,4.41848e-06,-0.463864,0,0,40.6794,14.995,69.6033,0.000583439,84.5993,270,0.000214315,-0.0406839,2.84784e-07,0.125,0
0.195,0.0193842,-0.609875,6.04896,554.33,64.3551,374.813,376.446,4.9323e-06,-0.476248,0,0,40.6726,14.9906,73.3243,0.000644392,84.5876,270,0.000231244,-0.0427843,3.16759e-07,0.125,0
0.2,0.0204292,-0.642733,6.37502,554.656,66.0673,374.337,375.975,5.49441e-06,-0.488579,0,0,40.6658,14.9862,77.0327,0.000710082,84.5753,270,0.000249069,-0.0449408,3.52112e-07,0.125,0
0.205,0.0215016,-0.676465,6.70964,554.99,67.777,373.861,375.503,6.10825e-06,-0.500851,0,0,40.6591,14.9819,80.9283,0.000780749,84.5625,270,0.000267811,-0.0471532,3.91173e-07,0.125,0
0.21,0.0226014,-0.711073,7.05279,555.334,69.4844,373.384,375.031,6.77743e-06,-0.513057,0,0,40.6523,14.9775,84.8265,0.000856637,84.549,270,0.000287492,-0.0494213,4.34297e-07,0.125,0
0.215,0.0237285,-0.746557,7.40448,555.685,71.1894,372.906,374.559,7.50568e-06,-0.52519,0,0,40.6455,14.9732,88.7418,0.000937995,84.5348,270,0.000308134,-0.0517448,4.81866e-07,0.125,0
0.22,0.0248829,-0.782918,7.76469,556.046,72.892,372.428,374.086,8.29689e-06,-0.537245,0,0,40.6388,14.9689,92.9804,0.00102508,84.52,270,0.00032976,-0.0541236,5.34291e-07,0.125,0
0.225,0.0260646,-0.820157,8.1334,556.414,74.5922,371.948,373.613,9.15512e-06,-0.549212,0,0,40.632,14.9645,97.081,0.00111814,84.5045,270,0.000352391,-0.0565572,5.92013e-07,0.125,0
0.23,0.0272736,-0.858275,8.51061,556.791,76.29,371.469,373.14,1.00846e-05,-0.561086,0,0,40.6253,14.9602,101.49,0.00121744,84.4883,270,0.000376049,-0.0590454,6.55505e-07,0.125,0
0.235,0.0285097,-0.897273,8.8963,557.177,77.9854,370.988,372.666,1.10896e-05,-0.572857,0,0,40.6185,14.9559,105.773,0.00132325,84.4714,270,0.000400755,-0.0615878,7.25272e-07,0.125,0
0.24,0.029773,-0.937153,9.29046,557.571,79.6784,370.507,372.193,1.21746e-05,-0.584518,0,0,40.6118,14.9516,110.351,0.00143584,84.4537,270,0.000426531,-0.0641839,8.01853e-07,0.125,0
0.245,0.0310635,-0.977916,9.69308,557.974,81.369,370.024,371.718,1.33443e-05,-0.596061,0,0,40.6051,14.9473,114.814,0.00155548,84.4353,270,0.000453398,-0.0668334,8.85822e-07,0.125,0
0.25,0.032381,-1.01956,10.1042,558.385,83.0572,369.542,371.244,1.46035e-05,-0.607476,0,0,40.5983,14.943,119.56,0.00168245,84.4162,270,0.000481378,-0.0695357,9.77793e-07,0.125,0
0.255,0.0337255,-1.0621,10.5237,558.804,84.7429,369.058,370.769,1.5957e-05,-0.618754,0,0,40.5916,14.9387,124.199,0.00181703,84.3963,270,0.000510491,-0.0722904,1.07842e-06,0.125,0
0.26,0.0350971,-1.10552,10.9516,559.232,86.4263,368.573,370.294,1.74098e-05,-0.629887,0,0,40.5849,14.9344,129.111,0.00195949,84.3756,270,0.000540759,-0.0750968,1.18838e-06,0.125,0
0.265,0.0364956,-1.14983,11.3879,559.669,88.1072,368.088,369.819,1.89672e-05,-0.640864,0,0,40.5782,14.9302,133.923,0.00211014,84.354,270,0.000572203,-0.0779543,1.30843e-06,0.125,0
0.27,0.0379211,-1.19503,11.8327,560.113,89.7857,367.602,369.344,2.06344e-05,-0.651676,0,0,40.5715,14.9259,139,0.00226926,84.3317,270,0.000604842,-0.0808623,1.43932e-06,0.125,0
0.275,0.0393734,-1.24113,12.2858,560.567,91.4618,367.115,368.868,2.24168e-05,-0.662312,0,0,40.5648,14.9216,143.983,0.00243714,84.3085,270,0.000638699,-0.0838201,1.58189e-06,0.125,0
0.28,0.0408526,-1.28813,12.7473,561.028,93.1354,366.627,368.392,2.43198e-05,-0.672761,0,0,40.5581,14.9174,149.223,0.00261408,84.2845,270,0.000673793,-0.0868269,1.73701e-06,0.125,0
0.285,0.0423586,-1.33602,13.2171,561.498,94.8066,366.139,367.915,2.63489e-05,-0.683013,0,0,40.5514,14.9131,154.373,0.00280038,84.2597,270,0.000710145,-0.0898819,1.90558e-06,0.125,0
0.29,0.0438914,-1.38481,13.6953,561.976,96.4753,365.649,367.439,2.85098e-05,-0.693056,0,0,40.5448,14.9089,159.775,0.00299634,84.2339,270,0.000747775,-0.0929843,2.08858e-06,0.125,0
0.295,0.0454509,-1.43451,14.1819,562.463,98.1416,365.159,366.962,3.08082e-05,-0.702879,0,0,40.5381,14.9046,165.09,0.00320226,84.2073,270,0.000786703,-0.0961331,2.28702e-06,0.125,0
0.3,0.0470371,-1.48511,14.6768,562.958,99.8054,364.668,366.485,3.32499e-05,-0.712469,0,0,40.5314,14.9004,170.651,0.00341846,84.1797,270,0.000826949,-0.0993273,2.50198e-06,0.125,0
0.305,0.04865,-1.53663,15.1799,563.461,101.467,364.176,366.007,3.58405e-05,-0.721815,0,0,40.5248,14.8962,176.127,0.00364524,84.1513,270,0.000868534,-0.102566,2.73458e-06,0.125,0
0.31,0.0502895,-1.58905,15.6914,563.972,103.126,363.683,365.53,3.85859e-05,-0.730904,0,0,40.5181,14.892,181.847,0.00388292,84.1219,270,0.000911477,-0.105848,2.98601e-06,0.125,0
0.315,0.0519555,-1.6424,16.2112,564.492,104.782,363.189,365.052,4.14918e-05,-0.739722,0,0,40.5115,14.8878,187.482,0.00413182,84.0916,270,0.000955798,-0.109173,3.2575e-06,0.125,0
0.32,0.0536482,-1.69666,16.7392,565.02,106.436,362.694,364.574,4.45641e-05,-0.748257,0,0,40.5048,14.8836,193.358,0.00439224,84.0603,270,0.00100152,-0.112538,3.55037e-06,0.125,0
0.325,0.0553673,-1.75184,17.2756,565.556,108.088,362.141,364.037,4.78084e-05,-0.756495,0,0,40.4982,14.8794,199.148,0.00466451,84.0281,270,0.00104865,-0.115943,3.86596e-06,0.125,0
0.33,0.0571128,-1.80796,17.8201,566.101,109.736,361.525,363.439,5.12302e-05,-0.76442,0,0,40.4916,14.8752,205.178,0.00494896,83.9948,270,0.00109722,-0.119387,4.20572e-06,0.125,0
0.335,0.0588848,-1.865,18.3729,566.654,111.382,360.909,362.842,5.48349e-05,-0.772015,0,0,40.485,14.871,211.116,0.0052459,83.9606,270,0.00114725,-0.122868,4.57112e-06,0.125,0
0.34,0.0606832,-1.92297,18.9339,567.215,113.024,360.292,362.244,5.86279e-05,-0.779266,0,0,40.4784,14.8668,217.294,0.00555567,83.9254,270,0.00119875,-0.126384,4.96375e-06,0.125,0
0.345,0.0625078,-1.98188,19.5032,567.784,114.663,359.675,361.646,6.26146e-05,-0.78616,0,0,40.4717,14.8626,223.376,0.0058786,83.8892,270,0.00125174,-0.129935,5.38522e-06,0.125,0
0.35,0.0643587,-2.04173,20.0806,568.361,116.299,359.056,361.048,6.68001e-05,-0.792682,0,0,40.4652,14.8585,229.702,0.00621502,83.852,270,0.00130624,-0.133518,5.83724e-06,0.125,0
0.355,0.0662359,-2.10253,20.6662,568.947,117.932,358.437,360.45,7.11892e-05,-0.798816,0,0,40.4586,14.8543,235.925,0.00656527,83.8138,270,0.00136227,-0.137131,6.32158e-06,0.125,0
0.36,0.0681391,-2.16428,21.2599,569.541,119.562,357.818,359.853,7.57866e-05,-0.804547,0,0,40.452,14.8502,242.397,0.00692968,83.7745,270,0.00141985,-0.140774,6.84008e-06,0.125,0
0.365,0.0700685,-2.22698,21.8618,570.143,121.189,357.197,359.255,8.05968e-05,-0.809859,0,0,40.4454,14.846,248.756,0.00730859,83.7341,270,0.00147899,-0.144444,7.39468e-06,0.125,0
0.37,0.072024,-2.29064,22.4718,570.753,122.812,356.576,358.658,8.56238e-05,-0.814738,0,0,40.4389,14.8419,255.372,0.00770236,83.6928,270,0.00153971,-0.148139,7.98736e-06,0.125,0
0.375,0.0740055,-2.35526,23.0899,571.371,124.433,355.954,358.06,9.08714e-05,-0.819166,0,0,40.4323,14.8377,261.864,0.00811132,83.6503,270,0.00160203,-0.151858,8.62021e-06,0.125,0
0.38,0.0760129,-2.42085,23.7161,571.997,126.051,355.331,357.463,9.6343e-05,-0.823127,0,0,40.4258,14.8336,268.622,0.00853582,83.6068,270,0.00166596,-0.155598,9.29539e-06,0.125,0
0.385,0.0780463,-2.48742,24.3504,572.631,127.665,354.708,356.866,0.000102042,-0.826606,0,0,40.4192,14.8295,275.243,0.00897623,83.5622,270,0.00173154,-0.159357,1.00151e-05,0.125,0
0.39,0.0801055,-2.55496,24.9928,573.274,129.276,354.084,356.268,0.00010797,-0.829586,0,0,40.4127,14.8254,282.141,0.00943289,83.5166,270,0.00179876,-0.163133,1.07818e-05,0.125,0
0.395,0.0821905,-2.62348,25.6432,573.924,130.884,353.458,355.671,0.000114129,-0.832049,0,0,40.4062,14.8213,288.888,0.00990617,83.4699,269.999,0.00186765,-0.166924,1.15978e-05,0.125,0
0.4,0.0843013,-2.69299,26.3016,574.582,132.489,352.832,355.074,0.000120522,-0.83398,0,0,40.3997,14.8172,295.924,0.0103964,83.422,269.999,0.00193822,-0.170727,1.24655e-05,0.125,0
0.405,0.0864378,-2.7635,26.9681,575.249,134.091,352.205,354.477,0.000127148,-0.835362,0,0,40.3932,14.8131,302.793,0.0109041,83.3731,269.999,0.0020105,-0.17454,1.33877e-05,0.125,0
0.41,0.0886,-2.83501,27.6425,575.923,135.69,351.578,353.881,0.000134008,-0.836177,0,0,40.3867,14.8091,309.965,0.0114294,83.3231,269.999,0.00208449,-0.17836,1.43669e-05,0.125,0
0.415,0.0907878,-2.90752,28.325,576.606,137.285,350.949,353.284,0.000141102,-0.836409,0,0,40.3802,14.805,317.129,0.0119728,83.272,269.999,0.00216022,-0.182186,1.5406e-05,0.125,0
0.42,0.0930011,-2.98105,29.0154,577.296,138.878,350.32,352.687,0.000148427,-0.83604,0,0,40.3737,14.8009,324.259,0.0125347,83.2198,269.999,0.0022377,-0.186013,1.65078e-05,0.125,0
0.425,0.09524,-3.05559,29.7137,577.995,140.467,349.689,352.091,0.000155983,-0.835053,0,0,40.3672,14.7969,331.556,0.0131155,83.1666,269.999,0.00231695,-0.18984,1.76753e-05,0.125,0
0.43,0.0975043,-3.13116,30.42,578.701,142.053,349.058,351.495,0.000163766,-0.833432,0,0,40.3608,14.7928,338.799,0.0137156,83.1122,269.999,0.00239797,-0.193663,1.89115e-05,0.125,0
0.435,0.099794,-3.20776,31.1343,579.415,143.636,348.425,350.898,0.000171772,-0.831159,0,0,40.3543,14.7888,346.229,0.0143353,83.0567,269.999,0.0024808,-0.19748,2.02196e-05,0.125,0
0.44,0.102109,-3.2854,31.8564,580.137,145.216,347.792,350.302,0.000179996,-0.828218,0,0,40.3479,14.7848,353.581,0.0149751,83.0001,269.999,0.00256544,-0.201288,2.16029e-05,0.125,0
0.445,0.10445,-3.36408,32.5864,580.867,146.793,347.158,349.706,0.000188432,-0.824591,0,0,40.3414,14.7807,361.14,0.0156353,82.9425,269.999,0.00265192,-0.205083,2.30647e-05,0.125,0
0.45,0.106815,-3.44381,33.3243,581.605,148.366,346.523,349.111,0.000197074,-0.820262,0,0,40.335,14.7767,368.597,0.0163165,82.8837,269.999,0.00274023,-0.208863,2.46084e-05,0.125,0
0.455,0.109206,-3.52461,34.0701,582.351,149.936,345.887,348.515,0.000205912,-0.815214,0,0,40.3286,14.7727,376.285,0.017019,82.8239,269.999,0.00283041,-0.212624,2.62378e-05,0.125,0
0.46,0.111622,-3.60647,34.8237,583.105,151.504,345.25,347.919,0.000214938,-0.809431,0,0,40.3222,14.7687,383.843,0.0177432,82.763,269.999,0.00292246,-0.216362,2.79563e-05,0.125,0
0.465,0.114063,-3.6894,35.5851,583.866,153.067,344.215,346.925,0.000224139,-0.802897,0,0,40.3157,14.7647,391.657,0.0184896,82.701,269.999,0.00301641,-0.220075,2.97678e-05,0.125,0
0.47,0.116529,-3.77341,36.3544,584.635,154.625,342.77,345.517,0.0002335,-0.795581,0,0,40.3094,14.7607,399.299,0.0192586,82.6379,269.998,0.00311225,-0.223759,3.16763e-05,0.125,0
0.475,0.11902,-3.85851,37.1314,585.412,156.175,341.328,344.113,0.000243002,-0.787457,0,0,40.303,14.7568,407.2,0.0200508,82.5738,269.998,0.00321002,-0.22741,3.36857e-05,0.125,0
0.48,0.121536,-3.9447,37.9161,586.197,157.717,339.89,342.714,0.000252631,-0.778518,0,0,40.2966,14.7528,415.071,0.0208664,82.5087,269.998,0.00330971,-0.231024,3.58002e-05,0.125,0
0.485,0.124077,-4.03199,38.7086,586.989,159.252,338.455,341.319,0.00026237,-0.768751,0,0,40.2903,14.7489,422.877,0.0217061,82.4425,269.998,0.00341133,-0.234599,3.80241e-05,0.125,0
0.49,0.126642,-4.12037,39.5086,587.789,160.78,337.024,339.929,0.000272199,-0.758143,0,0,40.284,14.745,430.832,0.0225704,82.3753,269.998,0.0035149,-0.238129,4.03618e-05,0.125,0
0.495,0.129231,-4.20987,40.3164,588.597,162.301,335.596,338.543,0.000282097,-0.746684,0,0,40.2777,14.7411,438.684,0.0234596,82.3071,269.998,0.00362041,-0.241611,4.28177e-05,0.125,0
0.5,0.131845,-4.30047,41.1317,589.412,163.814,334.172,337.162,0.000292041,-0.73436,0,0,40.2715,14.7372,446.719,0.0243743,82.2378,269.998,0.00372789,-0.245041,4.53964e-05,0.125,0
0.505,0.134483,-4.3922,41.9545,590.235,165.321,332.751,335.785,0.000302006,-0.721163,0,0,40.2652,14.7333,454.611,0.025315,82.1676,269.998,0.00383733,-0.248416,4.81027e-05,0.125,0
0.51,0.137145,-4.48505,42.7849,591.066,166.821,331.333,334.413,0.000311965,-0.707081,0,0,40.259,14.7295,462.724,0.0262822,82.0965,269.997,0.00394875,-0.25173,5.09415e-05,0.125,0
0.515,0.139831,-4.57902,43.6227,591.904,168.313,329.919,333.045,0.000321888,-0.692106,0,0,40.2528,14.7256,470.649,0.0272764,82.0244,269.997,0.00406215,-0.254979,5.39175e-05,0.125,0
0.52,0.142541,-4.67414,44.468,592.749,169.798,328.509,331.681,0.000331744,-0.676229,0,0,40.2467,14.7218,478.837,0.0282983,81.9513,269.997,0.00417754,-0.258161,5.7036e-05,0.125,0
0.525,0.145275,-4.77039,45.3207,593.602,171.276,327.101,330.322,0.000341501,-0.659443,0,0,40.2405,14.718,486.993,0.0293482,81.8774,269.997,0.00429492,-0.261269,6.03021e-05,0.125,0
0.53,0.148032,-4.8678,46.1807,594.462,172.748,325.698,328.967,0.000351121,-0.641741,0,0,40.2344,14.7142,495.049,0.0304269,81.8025,269.997,0.00441431,-0.264301,6.3721e-05,0.125,0
0.535,0.150813,-4.96636,47.0482,595.329,174.212,324.297,327.617,0.000360566,-0.623116,0,0,40.2283,14.7104,503.277,0.0315348,81.7268,269.997,0.00453571,-0.267251,6.72983e-05,0.125,0
0.54,0.153617,-5.06608,47.9229,596.204,175.669,322.901,326.271,0.000369797,-0.603564,0,0,40.2222,14.7067,511.352,0.0326726,81.6502,269.997,0.00465913,-0.270116,7.10394e-05,0.125,0
0.545,0.156445,-5.16697,48.8048,597.086,177.119,321.507,324.93,0.000378769,-0.583081,0,0,40.2162,14.7029,519.648,0.0338408,81.5729,269.996,0.00478457,-0.272891,7.495e-05,0.125,0
0.55,0.159295,-5.26903,49.6941,597.975,178.563,320.117,323.593,0.000387436,-0.561663,0,0,40.2101,14.6992,527.912,0.0350401,81.4947,269.996,0.00491203,-0.275572,7.90359e-05,0.125,0
0.555,0.162169,-5.37227,50.5905,598.871,179.999,318.731,322.26,0.000395749,-0.539309,0,0,40.2041,14.6955,536.099,0.036271,81.4157,269.996,0.00504154,-0.278153,8.3303e-05,0.125,0
0.56,0.165065,-5.4767,51.494,599.775,181.429,317.348,320.932,0.000403658,-0.516018,0,0,40.1981,14.6918,544.428,0.0375343,81.336,269.996,0.00517308,-0.280632,8.77572e-05,0.125,0
0.565,0.167985,-5.58232,52.4048,600.686,182.851,315.968,319.609,0.000411108,-0.491789,0,0,40.1922,14.6881,552.62,0.0388306,81.2557,269.996,0.00530666,-0.283003,9.24048e-05,0.125,0
0.57,0.170927,-5.68915,53.3226,601.603,184.267,314.592,318.289,0.000418042,-0.466624,0,0,40.1862,14.6844,561.011,0.0401606,81.1746,269.996,0.0054423,-0.285262,9.72521e-05,0.125,0
0.575,0.173892,-5.79718,54.2474,602.528,185.676,313.228,316.983,0.000424399,-0.440526,0,0,40.1803,14.6808,569.369,0.0415249,81.0929,269.995,0.00557999,-0.287405,0.000102305,0.125,0
0.58,0.176879,-5.90642,55.1793,603.46,187.078,311.933,315.747,0.000430117,-0.413499,0,0,40.1744,14.6771,577.654,0.0429243,81.0105,269.995,0.00571974,-0.289426,0.000107571,0.125,0
0.585,0.179889,-6.01689,56.1182,604.399,188.473,310.64,314.514,0.00043513,-0.385547,0,0,40.1685,14.6735,586.075,0.0443595,80.9276,269.995,0.00586155,-0.291323,0.000113056,0.125,0
0.59,0.182921,-6.12858,57.064,605.345,189.862,309.351,313.286,0.000439369,-0.356678,0,0,40.1626,14.6699,594.356,0.0458312,80.8442,269.995,0.00600543,-0.293089,0.000118767,0.125,0
0.595,0.185975,-6.24151,58.0168,606.298,191.245,308.065,312.061,0.000442761,-0.326899,0,0,40.1568,14.6663,602.838,0.0473402,80.7602,269.994,0.00615138,-0.294722,0.000124711,0.125,0
0.6,0.189051,-6.35569,58.9765,607.257,192.622,306.781,310.84,0.000445231,-0.296218,0,0,40.151,14.6627,611.286,0.0488873,80.6758,269.994,0.00629942,-0.296216,0.000130895,0.125,0
0.605,0.192149,-6.47111,59.943,608.224,193.992,305.501,309.623,0.000446698,-0.264646,0,0,40.1452,14.6591,619.649,0.0504733,80.5909,269.994,0.00644953,-0.297567,0.000137327,0.125,0
0.61,0.195268,-6.58779,60.9164,609.197,195.355,304.224,308.41,0.000447082,-0.232194,0,0,40.1394,14.6556,628.155,0.0520989,80.5057,269.994,0.00660172,-0.298772,0.000144013,0.125,0
0.615,0.19841,-6.70573,61.8966,610.177,196.712,302.95,307.201,0.000446295,-0.198875,0,0,40.1336,14.6521,636.501,0.0537652,80.4201,269.994,0.00675601,-0.299825,0.00015096,0.125,0
0.62,0.201573,-6.82494,62.8835,611.164,198.063,301.679,305.995,0.000444249,-0.164705,0,0,40.1279,14.6485,645.063,0.0554728,80.3342,269.993,0.00691238,-0.300723,0.000158178,0.125,0
0.625,0.204758,-6.94543,63.8772,612.158,199.408,300.411,304.793,0.000440851,-0.129699,0,0,40.1222,14.645,653.591,0.0572228,80.248,269.993,0.00707085,-0.301462,0.000165673,0.125,0
0.63,0.207964,-7.06721,64.8776,613.158,200.746,299.147,303.595,0.000436005,-0.093876,0,0,40.1164,14.6415,662,0.059016,80.1617,269.993,0.00723142,-0.302037,0.000173453,0.125,0
