Time,X_ft,Y_ft,Z_ft,Altitude,Vertical_Velocity,Vertical_Acceleration,Body_Accel_X_ft_s2,Body_Accel_Y_ft_s2,Body_Accel_Z_ft_s2,Drogue_Deployed,Main_Deployed,CG_x_in,Mass_lbs,Pred_Apogee_ft,Roll_deg,Pitch_deg,Yaw_deg,P_rad_s,Q_rad_s,R_rad_s,RACS_Cant_deg,RACS_Cmd_deg
52.53,-52.5957,115.137,203.063,751.344,-21.3617,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,206.344,-0.0840455,89.1754,305.596,1.65924e-13,4.75867e-07,3.15081e-07,0.125,0
52.535,-52.5975,115.194,202.957,751.237,-21.3617,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,206.237,-0.0840453,89.1754,305.596,1.65924e-13,4.75867e-07,3.15081e-07,0.125,0
52.54,-52.5993,115.251,202.85,751.131,-21.3617,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,206.131,-0.0840452,89.1754,305.596,1.65923e-13,4.75867e-07,3.15081e-07,0.125,0
52.545,-52.6011,115.308,202.743,751.024,-21.3616,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,206.024,-0.084045,89.1754,305.596,1.65923e-13,4.75867e-07,3.15081e-07,0.125,0
52.55,-52.6029,115.365,202.636,750.917,-21.3616,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,205.917,-0.0840448,89.1754,305.596,1.65922e-13,4.75867e-07,3.15081e-07,0.125,0
52.555,-52.6047,115.421,202.529,750.81,-21.3616,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,205.81,-0.0840446,89.1754,305.596,1.65922e-13,4.75867e-07,3.15081e-07,0.125,0
52.56,-52.6065,115.478,202.423,750.703,-21.3615,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,205.703,-0.0840445,89.1754,305.596,1.65922e-13,4.75866e-07,3.15081e-07,0.125,0
52.565,-52.6083,115.535,202.316,750.597,-21.3615,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,205.597,-0.0840443,89.1754,305.596,1.65921e-13,4.75866e-07,3.1508e-07,0.125,0
52.57,-52.6101,115.592,202.209,750.49,-21.3615,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,205.49,-0.0840441,89.1754,305.596,1.65921e-13,4.75866e-07,3.1508e-07,0.125,0
52.575,-52.6119,115.649,202.102,750.383,-21.3615,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,205.383,-0.0840439,89.1754,305.596,1.6592e-13,4.75866e-07,3.1508e-07,0.125,0
52.58,-52.6137,115.706,201.995,750.276,-21.3614,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,205.276,-0.0840438,89.1754,305.596,1.6592e-13,4.75866e-07,3.1508e-07,0.125,0
52.585,-52.6155,115.763,201.889,750.169,-21.3614,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,205.169,-0.0840436,89.1754,305.596,1.6592e-13,4.75866e-07,3.1508e-07,0.125,0
52.59,-52.6173,115.82,201.782,750.063,-21.3614,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,205.063,-0.0840434,89.1754,305.596,1.65919e-13,4.75866e-07,3.1508e-07,0.125,0
52.595,-52.6191,115.877,201.675,749.956,-21.3613,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,204.956,-0.0840432,89.1754,305.596,1.65919e-13,4.75866e-07,3.1508e-07,0.125,0
52.6,-52.6209,115.934,201.568,749.849,-21.3613,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,204.849,-0.0840431,89.1754,305.596,1.65918e-13,4.75865e-07,3.1508e-07,0.125,0
52.605,-52.6227,115.991,201.461,749.742,-21.3613,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,204.742,-0.0840429,89.1754,305.596,1.65918e-13,4.75865e-07,3.1508e-07,0.125,0
52.61,-52.6245,116.048,201.354,749.635,-21.3612,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,204.635,-0.0840427,89.1754,305.596,1.65918e-13,4.75865e-07,3.1508e-07,0.125,0
52.615,-52.6263,116.105,201.248,749.529,-21.3612,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,204.529,-0.0840425,89.1754,305.596,1.65917e-13,4.75865e-07,3.1508e-07,0.125,0
52.62,-52.6281,116.161,201.141,749.422,-21.3612,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,204.422,-0.0840424,89.1754,305.596,1.65917e-13,4.75865e-07,3.1508e-07,0.125,0
52.625,-52.63,116.218,201.034,749.315,-21.3611,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,204.315,-0.0840422,89.1754,305.596,1.65916e-13,4.75865e-07,3.1508e-07,0.125,0
52.63,-52.6318,116.275,200.927,749.208,-21.3611,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,204.208,-0.084042,89.1754,305.596,1.65916e-13,4.75865e-07,3.1508e-07,0.125,0
52.635,-52.6336,116.332,200.82,749.101,-21.3611,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,204.101,-0.0840418,89.1754,305.596,1.65916e-13,4.75865e-07,3.1508e-07,0.125,0
52.64,-52.6354,116.389,200.714,748.994,-21.361,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,203.994,-0.0840417,89.1754,305.596,1.65915e-13,4.75864e-07,3.1508e-07,0.125,0
52.645,-52.6372,116.446,200.607,748.888,-21.361,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,203.888,-0.0840415,89.1754,305.596,1.65915e-13,4.75864e-07,3.1508e-07,0.125,0
52.65,-52.639,116.503,200.5,748.781,-21.361,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,203.781,-0.0840413,89.1754,305.596,1.65914e-13,4.75864e-07,3.1508e-07,0.125,0
52.655,-52.6408,116.56,200.393,748.674,-21.361,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,203.674,-0.0840411,89.1754,305.596,1.65914e-13,4.75864e-07,3.1508e-07,0.125,0
52.66,-52.6426,116.617,200.286,748.567,-21.3609,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,203.567,-0.084041,89.1754,305.596,1.65914e-13,4.75864e-07,3.1508e-07,0.125,0
52.665,-52.6444,116.674,200.18,748.46,-21.3609,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,203.46,-0.0840408,89.1754,305.596,1.65913e-13,4.75864e-07,3.1508e-07,0.125,0
52.67,-52.6462,116.731,200.073,748.354,-21.3609,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,203.354,-0.0840406,89.1754,305.596,1.65913e-13,4.75864e-07,3.1508e-07,0.125,0
52.675,-52.648,116.788,199.966,748.247,-21.3608,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,203.247,-0.0840404,89.1754,305.596,1.65912e-13,4.75864e-07,3.1508e-07,0.125,0
52.68,-52.6498,116.844,199.859,748.14,-21.3608,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,203.14,-0.0840403,89.1754,305.596,1.65912e-13,4.75863e-07,3.1508e-07,0.125,0
52.685,-52.6516,116.901,199.752,748.033,-21.3608,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,203.033,-0.0840401,89.1754,305.596,1.65912e-13,4.75863e-07,3.1508e-07,0.125,0
52.69,-52.6534,116.958,199.646,747.926,-21.3607,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,202.926,-0.0840399,89.1754,305.596,1.65911e-13,4.75863e-07,3.1508e-07,0.125,0
52.695,-52.6552,117.015,199.539,747.82,-21.3607,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,202.82,-0.0840397,89.1754,305.596,1.65911e-13,4.75863e-07,3.15079e-07,0.125,0
52.7,-52.657,117.072,199.432,747.713,-21.3607,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,202.713,-0.0840396,89.1754,305.596,1.6591e-13,4.75863e-07,3.15079e-07,0.125,0
52.705,-52.6588,117.129,199.325,747.606,-21.3606,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,202.606,-0.0840394,89.1754,305.596,1.6591e-13,4.75863e-07,3.15079e-07,0.125,0
52.71,-52.6606,117.186,199.218,747.499,-21.3606,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,202.499,-0.0840392,89.1754,305.596,1.6591e-13,4.75863e-07,3.15079e-07,0.125,0
52.715,-52.6624,117.243,199.112,747.392,-21.3606,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,202.392,-0.084039,89.1754,305.596,1.65909e-13,4.75863e-07,3.15079e-07,0.125,0
52.72,-52.6643,117.3,199.005,747.286,-21.3605,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,202.286,-0.0840389,89.1754,305.596,1.65909e-13,4.75862e-07,3.15079e-07,0.125,0
52.725,-52.6661,117.357,198.898,747.179,-21.3605,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,202.179,-0.0840387,89.1754,305.596,1.65908e-13,4.75862e-07,3.15079e-07,0.125,0
52.73,-52.6679,117.414,198.791,747.072,-21.3605,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,202.072,-0.0840385,89.1754,305.596,1.65908e-13,4.75862e-07,3.15079e-07,0.125,0
52.735,-52.6697,117.471,198.684,746.965,-21.3604,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,201.965,-0.0840383,89.1754,305.596,1.65908e-13,4.75862e-07,3.15079e-07,0.125,0
52.74,-52.6715,117.528,198.578,746.858,-21.3604,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,201.858,-0.0840382,89.1754,305.596,1.65907e-13,4.75862e-07,3.15079e-07,0.125,0
52.745,-52.6733,117.584,198.471,746.752,-21.3604,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,201.752,-0.084038,89.1754,305.596,1.65907e-13,4.75862e-07,3.15079e-07,0.125,0
52.75,-52.6751,117.641,198.364,746.645,-21.3604,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,201.645,-0.0840378,89.1754,305.596,1.65906e-13,4.75862e-07,3.15079e-07,0.125,0
52.755,-52.6769,117.698,198.257,746.538,-21.3603,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,201.538,-0.0840376,89.1754,305.596,1.65906e-13,4.75862e-07,3.15079e-07,0.125,0
52.76,-52.6787,117.755,198.15,746.431,-21.3603,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,201.431,-0.0840375,89.1754,305.596,1.65906e-13,4.75861e-07,3.15079e-07,0.125,0
52.765,-52.6805,117.812,198.044,746.324,-21.3603,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,201.324,-0.0840373,89.1754,305.596,1.65905e-13,4.75861e-07,3.15079e-07,0.125,0
52.77,-52.6823,117.869,197.937,746.218,-21.3602,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,201.218,-0.0840371,89.1754,305.596,1.65905e-13,4.75861e-07,3.15079e-07,0.125,0
52.775,-52.6841,117.926,197.83,746.111,-21.3602,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,201.111,-0.0840369,89.1754,305.596,1.65904e-13,4.75861e-07,3.15079e-07,0.125,0
52.78,-52.6859,117.983,197.723,746.004,-21.3602,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,201.004,-0.0840368,89.1754,305.596,1.65904e-13,4.75861e-07,3.15079e-07,0.125,0
52.785,-52.6877,118.04,197.616,745.897,-21.3601,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,200.897,-0.0840366,89.1754,305.596,1.65904e-13,4.75861e-07,3.15079e-07,0.125,0
52.79,-52.6895,118.097,197.51,745.79,-21.3601,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,200.79,-0.0840364,89.1754,305.596,1.65903e-13,4.75861e-07,3.15079e-07,0.125,0
52.795,-52.6913,118.154,197.403,745.684,-21.3601,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,200.684,-0.0840362,89.1754,305.596,1.65903e-13,4.7586e-07,3.15079e-07,0.125,0
52.8,-52.6931,118.211,197.296,745.577,-21.36,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,200.577,-0.0840361,89.1754,305.596,1.65902e-13,4.7586e-07,3.15079e-07,0.125,0
52.805,-52.6949,118.268,197.189,745.47,-21.36,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,200.47,-0.0840359,89.1754,305.596,1.65902e-13,4.7586e-07,3.15079e-07,0.125,0
52.81,-52.6967,118.324,197.082,745.363,-21.36,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,200.363,-0.0840357,89.1754,305.596,1.65902e-13,4.7586e-07,3.15079e-07,0.125,0
52.815,-52.6986,118.381,196.976,745.256,-21.3599,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,200.256,-0.0840355,89.1754,305.596,1.65901e-13,4.7586e-07,3.15079e-07,0.125,0
52.82,-52.7004,118.438,196.869,745.15,-21.3599,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,200.15,-0.0840354,89.1754,305.596,1.65901e-13,4.7586e-07,3.15078e-07,0.125,0
52.825,-52.7022,118.495,196.762,745.043,-21.3599,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,200.043,-0.0840352,89.1754,305.596,1.659e-13,4.7586e-07,3.15078e-07,0.125,0
52.83,-52.704,118.552,196.655,744.936,-21.3598,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,199.936,-0.084035,89.1754,305.596,1.659e-13,4.7586e-07,3.15078e-07,0.125,0
52.835,-52.7058,118.609,196.548,744.829,-21.3598,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,199.829,-0.0840348,89.1754,305.596,1.659e-13,4.75859e-07,3.15078e-07,0.125,0
52.84,-52.7076,118.666,196.442,744.722,-21.3598,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,199.722,-0.0840346,89.1754,305.596,1.65899e-13,4.75859e-07,3.15078e-07,0.125,0
52.845,-52.7094,118.723,196.335,744.616,-21.3598,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,199.616,-0.0840345,89.1754,305.596,1.65899e-13,4.75859e-07,3.15078e-07,0.125,0
52.85,-52.7112,118.78,196.228,744.509,-21.3597,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,199.509,-0.0840343,89.1754,305.596,1.65898e-13,4.75859e-07,3.15078e-07,0.125,0
52.855,-52.713,118.837,196.121,744.402,-21.3597,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,199.402,-0.0840341,89.1754,305.596,1.65898e-13,4.75859e-07,3.15078e-07,0.125,0
52.86,-52.7148,118.894,196.014,744.295,-21.3597,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,199.295,-0.0840339,89.1754,305.596,1.65898e-13,4.75859e-07,3.15078e-07,0.125,0
52.865,-52.7166,118.951,195.908,744.188,-21.3596,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,199.188,-0.0840338,89.1754,305.596,1.65897e-13,4.75859e-07,3.15078e-07,0.125,0
52.87,-52.7184,119.007,195.801,744.082,-21.3596,32.1507,32.1474,1.04827e-06,-0.459962,1,0,39.7932,14.446,199.082,-0.0840336,89.1754,305.596,1.65897e-13,4.75859e-07,3.15078e-07,0.125,0
52.875,-52.7202,119.064,195.694,743.975,-21.3596,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,198.975,-0.0840334,89.1754,305.596,1.65896e-13,4.75858e-07,3.15078e-07,0.125,0
52.88,-52.722,119.121,195.587,743.868,-21.3595,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,198.868,-0.0840332,89.1754,305.596,1.65896e-13,4.75858e-07,3.15078e-07,0.125,0
52.885,-52.7238,119.178,195.48,743.761,-21.3595,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,198.761,-0.0840331,89.1754,305.596,1.65896e-13,4.75858e-07,3.15078e-07,0.125,0
52.89,-52.7256,119.235,195.374,743.654,-21.3595,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,198.654,-0.0840329,89.1754,305.596,1.65895e-13,4.75858e-07,3.15078e-07,0.125,0
52.895,-52.7274,119.292,195.267,743.548,-21.3594,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,198.548,-0.0840327,89.1754,305.596,1.65895e-13,4.75858e-07,3.15078e-07,0.125,0
52.9,-52.7292,119.349,195.16,743.441,-21.3594,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,198.441,-0.0840325,89.1754,305.596,1.65894e-13,4.75858e-07,3.15078e-07,0.125,0
52.905,-52.731,119.406,195.053,743.334,-21.3594,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,198.334,-0.0840324,89.1754,305.596,1.65894e-13,4.75858e-07,3.15078e-07,0.125,0
52.91,-52.7329,119.463,194.946,743.227,-21.3593,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,198.227,-0.0840322,89.1754,305.596,1.65894e-13,4.75858e-07,3.15078e-07,0.125,0
52.915,-52.7347,119.52,194.84,743.12,-21.3593,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,198.12,-0.084032,89.1754,305.596,1.65893e-13,4.75857e-07,3.15078e-07,0.125,0
52.92,-52.7365,119.577,194.733,743.014,-21.3593,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,198.014,-0.0840318,89.1754,305.596,1.65893e-13,4.75857e-07,3.15078e-07,0.125,0
52.925,-52.7383,119.634,194.626,742.907,-21.3592,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,197.907,-0.0840317,89.1754,305.596,1.65892e-13,4.75857e-07,3.15078e-07,0.125,0
52.93,-52.7401,119.691,194.519,742.8,-21.3592,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,197.8,-0.0840315,89.1754,305.596,1.65892e-13,4.75857e-07,3.15078e-07,0.125,0
52.935,-52.7419,119.747,194.412,742.693,-21.3592,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,197.693,-0.0840313,89.1754,305.596,1.65892e-13,4.75857e-07,3.15078e-07,0.125,0
52.94,-52.7437,119.804,194.306,742.586,-21.3592,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,197.586,-0.0840311,89.1754,305.596,1.65891e-13,4.75857e-07,3.15078e-07,0.125,0
52.945,-52.7455,119.861,194.199,742.48,-21.3591,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,197.48,-0.084031,89.1754,305.596,1.65891e-13,4.75857e-07,3.15078e-07,0.125,0
52.95,-52.7473,119.918,194.092,742.373,-21.3591,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,197.373,-0.0840308,89.1754,305.596,1.6589e-13,4.75857e-07,3.15077e-07,0.125,0
52.955,-52.7491,119.975,193.985,742.266,-21.3591,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,197.266,-0.0840306,89.1754,305.596,1.6589e-13,4.75856e-07,3.15077e-07,0.125,0
52.96,-52.7509,120.032,193.878,742.159,-21.359,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,197.159,-0.0840304,89.1754,305.596,1.6589e-13,4.75856e-07,3.15077e-07,0.125,0
52.965,-52.7527,120.089,193.772,742.052,-21.359,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,197.052,-0.0840303,89.1754,305.596,1.65889e-13,4.75856e-07,3.15077e-07,0.125,0
52.97,-52.7545,120.146,193.665,741.946,-21.359,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,196.946,-0.0840301,89.1754,305.596,1.65889e-13,4.75856e-07,3.15077e-07,0.125,0
52.975,-52.7563,120.203,193.558,741.839,-21.3589,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,196.839,-0.0840299,89.1754,305.596,1.65888e-13,4.75856e-07,3.15077e-07,0.125,0
52.98,-52.7581,120.26,193.451,741.732,-21.3589,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,196.732,-0.0840297,89.1754,305.596,1.65888e-13,4.75856e-07,3.15077e-07,0.125,0
52.985,-52.7599,120.317,193.344,741.625,-21.3589,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,196.625,-0.0840296,89.1754,305.596,1.65887e-13,4.75856e-07,3.15077e-07,0.125,0
52.99,-52.7617,120.374,193.238,741.518,-21.3588,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,196.518,-0.0840294,89.1754,305.596,1.65887e-13,4.75855e-07,3.15077e-07,0.125,0
52.995,-52.7635,120.43,193.131,741.412,-21.3588,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,196.412,-0.0840292,89.1754,305.596,1.65887e-13,4.75855e-07,3.15077e-07,0.125,0
53,-52.7653,120.487,193.024,741.305,-21.3588,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,196.305,-0.084029,89.1754,305.596,1.65886e-13,4.75855e-07,3.15077e-07,0.125,0
53.005,-52.7671,120.544,192.917,741.198,-21.3587,32.1507,32.1474,1.04826e-06,-0.459962,1,0,39.7932,14.446,196.198,-0.0840289,89.1754,305.596,1.65886e-13,4.75855e-07,3.15077e-07,0.125,0
53.01,-52.769,120.601,192.81,741.091,-21.3587,32.1507,32.1474,1.04826e-06,-0.459963,1,0,39.7932,14.446,196.091,-0.0840287,89.1754,305.596,1.65886e-13,4.75855e-07,3.15077e-07,0.125,0
53.015,-52.7708,120.658,192.704,740.984,-21.3587,32.1507,32.1474,1.04826e-06,-0.459963,1,0,39.7932,14.446,195.985,-0.0840285,89.1754,305.596,1.65885e-13,4.75855e-07,3.15077e-07,0.125,0
53.02,-52.7726,120.715,192.597,740.878,-21.3587,32.1507,32.1474,1.04826e-06,-0.459963,1,0,39.7932,14.446,195.878,-0.0840283,89.1754,305.596,1.65885e-13,4.75855e-07,3.15077e-07,0.125,0
53.025,-52.7744,120.772,192.49,740.771,-21.3586,32.1507,32.1474,1.04826e-06,-0.459963,1,0,39.7932,14.446,195.771,-0.0840282,89.1754,305.596,1.65884e-13,4.75855e-07,3.15077e-07,0.125,0
53.03,-52.7762,120.829,192.383,740.664,-21.3586,32.1507,32.1474,1.04826e-06,-0.459963,1,0,39.7932,14.446,195.664,-0.084028,89.1754,305.596,1.65884e-13,4.75854e-07,3.15077e-07,0.125,0
53.035,-52.778,120.886,192.276,740.557,-21.3586,32.1507,32.1474,1.04826e-06,-0.459963,1,0,39.7932,14.446,195.557,-0.0840278,89.1754,305.596,1.65883e-13,4.75854e-07,3.15077e-07,0.125,0
53.04,-52.7798,120.943,192.17,740.451,-21.3585,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,195.451,-0.0840276,89.1754,305.596,1.65883e-13,4.75854e-07,3.15077e-07,0.125,0
53.045,-52.7816,121,192.063,740.344,-21.3585,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,195.344,-0.0840275,89.1754,305.596,1.65883e-13,4.75854e-07,3.15077e-07,0.125,0
53.05,-52.7834,121.057,191.956,740.237,-21.3585,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,195.237,-0.0840273,89.1754,305.596,1.65882e-13,4.75854e-07,3.15077e-07,0.125,0
53.055,-52.7852,121.114,191.849,740.13,-21.3584,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,195.13,-0.0840271,89.1754,305.596,1.65882e-13,4.75854e-07,3.15077e-07,0.125,0
53.06,-52.787,121.17,191.743,740.023,-21.3584,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,195.023,-0.0840269,89.1754,305.596,1.65881e-13,4.75854e-07,3.15077e-07,0.125,0
53.065,-52.7888,121.227,191.636,739.917,-21.3584,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,194.917,-0.0840268,89.1754,305.596,1.65881e-13,4.75854e-07,3.15077e-07,0.125,0
53.07,-52.7906,121.284,191.529,739.81,-21.3583,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,194.81,-0.0840266,89.1754,305.596,1.65881e-13,4.75853e-07,3.15077e-07,0.125,0
53.075,-52.7924,121.341,191.422,739.703,-21.3583,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,194.703,-0.0840264,89.1754,305.596,1.6588e-13,4.75853e-07,3.15076e-07,0.125,0
53.08,-52.7942,121.398,191.315,739.596,-21.3583,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,194.596,-0.0840262,89.1754,305.596,1.6588e-13,4.75853e-07,3.15076e-07,0.125,0
53.085,-52.796,121.455,191.209,739.489,-21.3582,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,194.489,-0.0840261,89.1754,305.596,1.65879e-13,4.75853e-07,3.15076e-07,0.125,0
53.09,-52.7978,121.512,191.102,739.383,-21.3582,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,194.383,-0.0840259,89.1754,305.596,1.65879e-13,4.75853e-07,3.15076e-07,0.125,0
53.095,-52.7996,121.569,190.995,739.276,-21.3582,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,194.276,-0.0840257,89.1754,305.596,1.65879e-13,4.75853e-07,3.15076e-07,0.125,0
53.1,-52.8014,121.626,190.888,739.169,-21.3581,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,194.169,-0.0840255,89.1754,305.596,1.65878e-13,4.75853e-07,3.15076e-07,0.125,0
53.105,-52.8032,121.683,190.781,739.062,-21.3581,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,194.062,-0.0840254,89.1754,305.596,1.65878e-13,4.75853e-07,3.15076e-07,0.125,0
53.11,-52.8051,121.74,190.675,738.955,-21.3581,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,193.955,-0.0840252,89.1754,305.596,1.65877e-13,4.75853e-07,3.15076e-07,0.125,0
53.115,-52.8069,121.797,190.568,738.849,-21.3581,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,193.849,-0.084025,89.1754,305.596,1.65877e-13,4.75852e-07,3.15076e-07,0.125,0
53.12,-52.8087,121.853,190.461,738.742,-21.358,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,193.742,-0.0840248,89.1754,305.596,1.65877e-13,4.75852e-07,3.15076e-07,0.125,0
53.125,-52.8105,121.91,190.354,738.635,-21.358,32.1507,32.1475,1.04826e-06,-0.459963,1,0,39.7932,14.446,193.635,-0.0840247,89.1754,305.596,1.65876e-13,4.75852e-07,3.15076e-07,0.125,0
