Time,X_ft,Y_ft,Z_ft,Altitude,Vertical_Velocity,Vertical_Acceleration,Drogue_Deployed,Main_Deployed,CG_x_in,Mass_lbs,Pred_Apogee_ft
0.005,-6.4918e-07,0,9.27597e-07,5,-0.160719,1.25022e-09,0,0,56.451,47.4099,5
0.01,-4.95808e-06,0,-0.00154008,4.99846,-0.321439,-6.43345,0,0,56.451,47.4099,4.99846
0.015,-1.12792e-05,0,-0.00354908,4.99645,-0.530409,-6.43348,0,0,56.4508,47.4097,4.99645
0.02,-2.15807e-05,0,-0.00682408,4.99318,-0.723295,-6.43352,0,0,56.4506,47.4094,4.99318
0.025,-3.43729e-05,8.48476e-09,-0.0108893,4.98911,-0.916182,-6.43355,0,0,56.4503,47.4092,4.98911
0.03,-5.0305e-05,1.69695e-08,-0.0159524,4.98405,-1.10907,-6.43359,0,0,56.4501,47.4089,4.98405
0.035,-6.92709e-05,2.96967e-08,-0.0219801,4.97802,-1.30196,-6.43363,0,0,56.4499,47.4086,4.97802
0.04,-9.12732e-05,4.24238e-08,-0.0289721,4.97103,-1.49484,-6.43367,0,0,56.4496,47.4083,4.97103
0.045,-0.000116312,6.36357e-08,-0.0369286,4.96307,-1.68773,-6.43372,0,0,56.4493,47.408,4.96307
0.05,-0.000144387,8.909e-08,-0.0458495,4.95415,-1.88062,-6.43376,0,0,56.449,47.4076,4.95415
0.055,-0.000175491,1.18787e-07,-0.0557349,4.94427,-2.07351,-6.43381,0,0,56.4487,47.4073,4.94427
0.06,-0.000209636,1.52726e-07,-0.0665847,4.93342,-2.2664,-6.43387,0,0,56.4484,47.4069,4.93342
0.065,-0.000246813,1.99392e-07,-0.0783989,4.9216,-2.45929,-6.43392,0,0,56.4481,47.4065,4.9216
0.07,-0.000287026,2.50301e-07,-0.0911776,4.90882,-2.65217,-6.43398,0,0,56.4477,47.406,4.90882
0.075,-0.000330272,3.09694e-07,-0.104921,4.89508,-2.84506,-6.43404,0,0,56.4473,47.4056,4.89508
0.08,-0.000376553,3.7333e-07,-0.119628,4.88037,-3.03795,-6.43411,0,0,56.4469,47.4051,4.88037
0.085,-0.000425867,4.49692e-07,-0.1353,4.8647,-3.23084,-6.41743,0,0,56.4465,47.4046,4.8647
0.09,-0.000478221,5.38782e-07,-0.151937,4.84806,-3.42361,-5.40368,0,0,56.446,47.404,4.84806
0.095,-0.000533608,6.32115e-07,-0.169537,4.83046,-3.60881,-4.33164,0,0,56.4456,47.4035,4.83046
0.1,-0.000591796,7.38174e-07,-0.188028,4.81197,-3.78851,-3.19796,0,0,56.4451,47.4029,4.81197
0.105,-0.000652786,8.56961e-07,-0.207409,4.79259,-3.96238,-1.9991,0,0,56.4445,47.4022,4.79259
0.11,-0.00071646,9.84233e-07,-0.227643,4.77236,-4.1301,-0.731292,0,0,56.444,47.4015,4.77236
0.115,-0.000782725,1.12847e-06,-0.2487,4.7513,-4.29131,0.609417,0,0,56.4434,47.4008,4.7513
0.12,-0.000851476,1.2812e-06,-0.270546,4.72945,-4.44563,2.02723,0,0,56.4427,47.4001,4.72945
0.125,-0.000922594,1.45089e-06,-0.293146,4.70685,-4.59267,3.52657,0,0,56.4421,47.3993,4.70685
0.13,-0.000995964,1.62907e-06,-0.316462,4.68354,-4.732,5.11215,0,0,56.4414,47.3984,4.68354
0.135,-0.00107146,1.82847e-06,-0.340454,4.65955,-4.8632,6.78891,0,0,56.4406,47.3975,4.65955
0.14,-0.00114895,2.03634e-06,-0.365082,4.63492,-4.98578,8.56211,0,0,56.4398,47.3966,4.63492
0.145,-0.0012283,2.26119e-06,-0.390299,4.6097,-5.09926,10.4373,0,0,56.439,47.3956,4.6097
0.15,-0.00130934,2.50301e-06,-0.41606,4.58394,-5.2031,12.4204,0,0,56.4381,47.3945,4.58394
0.155,-0.00139193,2.75755e-06,-0.442315,4.55768,-5.29676,14.5175,0,0,56.4372,47.3934,4.55768
0.16,-0.0014759,3.02906e-06,-0.469012,4.53099,-5.37965,16.7352,0,0,56.4362,47.3922,4.53099
0.165,-0.00156106,3.31754e-06,-0.496095,4.5039,-5.45115,19.0806,0,0,56.4351,47.391,4.5039
0.17,-0.00164724,3.62299e-06,-0.523506,4.47649,-5.5106,21.5609,0,0,56.434,47.3896,4.47649
0.175,-0.00173423,3.94117e-06,-0.551183,4.44882,-5.55732,24.1838,0,0,56.4329,47.3882,4.44882
0.18,-0.00182181,4.27632e-06,-0.57906,4.42094,-5.59056,26.9577,0,0,56.4316,47.3868,4.42094
0.185,-0.00190976,4.63268e-06,-0.607068,4.39293,-5.60956,29.8912,0,0,56.4303,47.3852,4.39293
0.19,-0.00199784,5.00177e-06,-0.635134,4.36487,-5.61348,32.9936,0,0,56.4289,47.3835,4.36487
0.195,-0.0020858,5.38782e-06,-0.66318,4.33682,-5.60148,36.2744,0,0,56.4275,47.3818,4.33682
0.2,-0.00217336,5.79085e-06,-0.691124,4.30888,-5.57263,39.7441,0,0,56.4259,47.3799,4.30888
0.205,-0.00226024,6.2066e-06,-0.71888,4.28112,-5.52595,43.4135,0,0,56.4243,47.378,4.28112
0.21,-0.00234612,6.64357e-06,-0.746356,4.25364,-5.46043,47.2942,0,0,56.4226,47.3759,4.25364
0.215,-0.00243069,7.0975e-06,-0.773455,4.22654,-5.37497,51.3982,0,0,56.4207,47.3737,4.22654
0.22,-0.0025136,7.56841e-06,-0.800075,4.19992,-5.26844,55.7385,0,0,56.4188,47.3714,4.19992
0.225,-0.00259448,8.0478e-06,-0.826107,4.17389,-5.13962,60.3287,0,0,56.4168,47.369,4.17389
0.23,-0.00267295,8.5484e-06,-0.851437,4.14856,-4.98722,65.1833,0,0,56.4146,47.3664,4.14856
0.235,-0.00274857,9.06173e-06,-0.875943,4.12406,-4.80989,70.3174,0,0,56.4123,47.3636,4.12406
0.24,-0.00282092,9.59203e-06,-0.899497,4.1005,-4.60618,75.7473,0,0,56.4099,47.3607,4.1005
0.245,-0.00288952,1.0135e-05,-0.921964,4.07804,-4.37459,81.49,0,0,56.4073,47.3577,4.07804
0.25,-0.00295387,1.06908e-05,-0.9432,4.0568,-4.1135,87.5635,0,0,56.4046,47.3544,4.0568
0.255,-0.00301345,1.1255e-05,-0.963054,4.03695,-3.82122,93.987,0,0,56.4018,47.351,4.03695
0.26,-0.00306767,1.1832e-05,-0.981364,4.01864,-3.49595,100.781,0,0,56.3987,47.3474,4.01864
0.265,-0.00311596,1.24217e-05,-0.997962,4.00204,-3.13578,107.966,0,0,56.3955,47.3436,4.00204
0.27,-0.00315766,1.30199e-05,-1.01267,3.98733,-2.7387,115.566,0,0,56.3921,47.3395,3.98733
0.275,-0.0031921,1.36265e-05,-1.02529,3.97471,-2.3026,123.603,0,0,56.3886,47.3352,3.97471
0.28,-0.00321856,1.42417e-05,-1.03563,3.96437,-1.8252,65990,0,0,56.3848,47.3307,3.96437
0.285,-0.00323511,1.48611e-05,-1.04315,3.95685,492.63,141.087,0,0,56.3808,47.3259,1890.05
0.29,0.0590599,1.2672e-05,3.68498,8.68498,328.553,-131.49,0,0,56.3765,47.3209,1131.55
0.295,0.0572612,1.20187e-05,3.54561,8.54561,327.053,84.1973,0,0,56.372,47.3155,1124.14
0.3,0.0885888,8.95567e-06,5.51584,10.5158,327.853,-7.16647,0,0,56.3673,47.3098,1130.01
0.305,0.100241,5.17146e-06,7.1619,12.1619,327.428,-82.3546,0,0,56.3623,47.3039,1129.61
0.31,0.136593,5.09086e-07,8.79543,13.7954,326.667,159.415,0,0,56.357,47.2975,1127.57
0.315,0.14383,-5.21813e-06,10.4262,15.4262,327.908,-197.87,0,0,56.3514,47.2909,1135.25
0.32,0.177071,-1.18447e-05,12.073,17.073,325.865,186.672,0,0,56.3457,47.2841,1126.99
0.325,0.194969,-1.94344e-05,13.6904,18.6904,327.599,-125.527,0,0,56.3398,47.2771,1137.05
0.33,0.212413,-2.80761e-05,15.3406,20.3406,326.03,27.228,0,0,56.3338,47.2698,1131.1
0.335,0.247157,-3.75239e-05,16.9599,21.9599,326.387,84.7266,0,0,56.3275,47.2624,1134.48
0.34,0.251171,-4.81341e-05,18.5968,23.5968,326.794,-181.721,0,0,56.3211,47.2548,1138.11
0.345,0.292123,-5.95333e-05,20.2319,25.2319,325.058,237.167,0,0,56.3145,47.2469,1131.5
0.35,0.299247,-7.1989e-05,21.8484,26.8484,327.131,-233.759,0,0,56.3077,47.2388,1143.04
0.355,0.327959,-8.54331e-05,23.4972,28.4972,324.624,168.531,0,0,56.3007,47.2305,1132.7
0.36,0.353803,-9.96832e-05,25.1045,30.1045,326.312,-54.6639,0,0,56.2935,47.2219,1142.35
0.365,0.361807,-0.000115164,26.749,31.749,325.319,-81.0028,0,0,56.2861,47.2131,1139.35
0.37,0.404999,-0.000131285,28.3675,33.3675,324.688,204.102,0,0,56.2784,47.204,1137.94
0.375,0.403787,-0.000148653,29.9902,34.9902,326.26,-281.391,0,0,56.2706,47.1947,1147.05
0.38,0.445086,-0.000166819,31.63,36.63,323.479,284.788,0,0,56.2625,47.1851,1135.4
0.385,0.457076,-0.000185918,33.2314,38.2314,326.158,-211.304,0,0,56.2543,47.1753,1149.83
0.39,0.476681,-0.000206222,34.8802,39.8802,323.7,84.4324,0,0,56.2461,47.1656,1139.76
0.395,0.513086,-0.000227069,36.4819,41.4819,324.701,63.4434,0,0,56.2379,47.1559,1146.21
0.4,0.512244,-0.000249354,38.1151,43.1151,324.805,-194.733,0,0,56.2297,47.1462,1148.37
0.405,0.559645,-0.000272178,39.7376,44.7376,323.025,276.153,0,0,56.2216,47.1365,1141.41
0.41,0.56007,-0.000296203,41.3443,46.3443,325.423,-293.603,0,0,56.2134,47.1269,1154.46
0.415,0.594276,-0.000321199,42.9861,47.9861,322.369,230.379,0,0,56.2053,47.1172,1141.51
0.42,0.616495,-0.000346866,44.579,49.579,324.671,-108.891,0,0,56.1971,47.1076,1154.26
0.425,0.625694,-0.000373987,46.2193,51.2193,323.117,-39.8549,0,0,56.189,47.098,1148.41
0.43,0.669718,-0.000401474,47.8229,52.8229,322.93,177.996,0,0,56.1809,47.0884,1149.12
0.435,0.665937,-0.000430445,49.44,54.44,324.204,-270.506,0,0,56.1728,47.0788,1156.92
0.44,0.710765,-0.000460052,51.0672,56.0672,321.569,294.032,0,0,56.1647,47.0693,1145.81
0.445,0.718513,-0.000490623,52.6604,57.6604,324.29,-242.867,0,0,56.1566,47.0597,1160.6
0.45,0.742427,-0.000522466,54.2998,59.2998,321.573,130.217,0,0,56.1486,47.0502,1149.09
0.455,0.775114,-0.000554687,55.8895,60.8895,322.996,15.1172,0,0,56.1405,47.0407,1157.6
0.46,0.776389,-0.000588558,57.5167,62.5167,322.623,-156.149,0,0,56.1325,47.0312,1157.44
0.465,0.823659,-0.000622739,59.1251,64.1251,321.253,257.074,0,0,56.1245,47.0217,1152.42
0.47,0.822063,-0.000658286,60.7259,65.7259,323.411,-292.424,0,0,56.1164,47.0123,1164.5
0.475,0.859781,-0.000694724,62.3557,67.3557,320.414,253.421,0,0,56.1084,47.0028,1151.62
0.48,0.877675,-0.00073179,63.9396,68.9396,322.885,-150.215,0,0,56.1004,46.9934,1165.21
0.485,0.890926,-0.000770442,65.5716,70.5716,320.964,9.19149,0,0,56.0924,46.984,1157.54
0.49,0.93202,-0.000809247,67.1625,72.1625,321.248,133.703,0,0,56.0844,46.9746,1160.53
0.495,0.929204,-0.000849758,68.774,73.774,322.067,-242.199,0,0,56.0765,46.9652,1166.14
0.5,0.975155,-0.000890705,70.3875,75.3875,319.756,288.861,0,0,56.0685,46.9559,1156.54
0.505,0.979871,-0.000932726,71.974,76.974,322.367,-262.045,0,0,56.0606,46.9465,1170.83
0.51,1.00783,-0.000976007,73.6026,78.6026,319.519,168.755,0,0,56.0526,46.9372,1158.63
0.515,1.03638,-0.00101955,75.1817,80.1817,321.279,-32.8881,0,0,56.0447,46.9279,1168.79
0.52,1.04072,-0.00106493,76.8021,81.8021,320.45,-110.939,0,0,56.0368,46.9186,1166.4
0.525,1.08666,-0.00111039,78.3969,83.3969,319.539,226.154,0,0,56.0289,46.9093,1163.58
0.53,1.08421,-0.00115742,79.9922,84.9922,321.352,-283.596,0,0,56.021,46.9,1174.01
0.535,1.12462,-0.00120519,81.6092,86.6092,318.499,268.827,0,0,56.0131,46.8908,1161.92
0.54,1.13856,-0.00125362,83.1848,88.1848,321.063,-185.864,0,0,56.0052,46.8815,1175.84
0.545,1.1559,-0.00130371,84.8078,89.8078,318.837,55.9472,0,0,55.9973,46.8723,1166.64
0.55,1.19369,-0.00135377,86.3865,91.3865,319.56,87.7873,0,0,55.9895,46.8631,1171.76
0.555,1.19244,-0.00140577,87.9922,92.9922,319.918,-208.81,0,0,55.9816,46.8539,1175.13
0.56,1.23885,-0.00145795,89.592,94.592,317.972,276.442,0,0,55.9738,46.8447,1167.45
0.565,1.2411,-0.00151139,91.1722,96.1722,320.406,-273.695,0,0,55.9659,46.8355,1180.72
0.57,1.27279,-0.001566,92.7894,97.7894,317.502,201.458,0,0,55.9581,46.8264,1168.41
0.575,1.29717,-0.00162083,94.3585,99.3585,319.536,-78.2851,0,0,55.9503,46.8172,1179.71
0.58,1.30493,-0.00167765,95.9716,100.972,318.285,-64.4121,0,0,55.9425,46.8081,1175.41
0.585,1.34895,-0.0017343,97.5531,102.553,317.837,190.321,0,0,55.9347,46.799,1174.84
0.59,1.34633,-0.00179277,99.1428,104.143,319.264,-267.527,0,0,55.9269,46.7899,1183.22
0.595,1.38884,-0.00185176,100.747,105.747,316.621,276.55,0,0,55.9191,46.7808,1172.19
0.6,1.39918,-0.00191153,102.315,107.315,319.204,-215.347,0,0,55.9113,46.7717,1186.13
0.605,1.42059,-0.00197296,103.928,108.928,316.736,99.6403,0,0,55.9036,46.7627,1175.96
0.61,1.45476,-0.00203422,105.495,110.495,317.861,41.0187,0,0,55.8958,46.7537,1182.99
0.615,1.45564,-0.00209764,107.095,112.095,317.759,-170.85,0,0,55.8881,46.7446,1184.12
0.62,1.50183,-0.00216098,108.681,113.681,316.214,256.902,0,0,55.8803,46.7356,1178.24
0.625,1.50222,-0.00222579,110.255,115.255,318.408,-277.475,0,0,55.8726,46.7266,1190.45
0.63,1.53725,-0.00229163,111.86,116.86,315.524,227.524,0,0,55.8649,46.7176,1178.1
0.635,1.55755,-0.0023577,113.42,118.42,317.763,-119.949,0,0,55.8572,46.7087,1190.53
0.64,1.56899,-0.00242587,115.025,120.025,316.134,-17.7803,0,0,55.8495,46.6997,1184.26
0.645,1.61055,-0.00249364,116.594,121.594,316.14,150.578,0,0,55.8418,46.6908,1185.88
0.65,1.60843,-0.00256351,118.178,123.178,317.153,-244.739,0,0,55.8341,46.6819,1192.39
0.655,1.65241,-0.00263363,119.768,124.768,314.78,276.443,0,0,55.8265,46.673,1182.48
0.66,1.65958,-0.00270469,121.329,126.329,317.304,-237.862,0,0,55.8188,46.6641,1196.31
0.665,1.68493,-0.00277737,122.932,127.932,314.669,138.982,0,0,55.8112,46.6552,1185.14
0.67,1.71527,-0.00284978,124.488,129.488,316.145,-5.1036,0,0,55.8035,46.6463,1193.88
0.675,1.71878,-0.00292454,126.081,131.081,315.599,-129.679,0,0,55.7959,46.6375,1192.84
0.68,1.76408,-0.00299894,127.654,132.654,314.478,231.113,0,0,55.7883,46.6286,1188.99
0.685,1.76328,-0.0030751,129.222,134.222,316.375,-273.552,0,0,55.7807,46.6198,1199.78
0.69,1.80116,-0.00315207,130.815,135.815,313.585,246.374,0,0,55.7731,46.611,1187.84
0.695,1.81758,-0.00322935,132.366,137.366,315.956,-156.745,0,0,55.7655,46.6022,1200.93
0.7,1.83283,-0.00330877,133.963,138.963,314.003,27.5783,0,0,55.7579,46.5934,1193.06
0.705,1.8715,-0.00338761,135.519,140.519,314.441,108.201,0,0,55.7503,46.5846,1196.76
0.71,1.8705,-0.0034688,137.097,142.097,315.023,-216.106,0,0,55.7427,46.5759,1201.18
0.715,1.91529,-0.00354995,138.674,143.674,312.971,268.806,0,0,55.7352,46.5671,1192.79
0.72,1.91981,-0.00363229,140.228,145.228,315.367,-253.116,0,0,55.7276,46.5584,1206.02
0.725,1.94886,-0.00371609,141.82,146.82,312.636,173.204,0,0,55.7201,46.5497,1194.33
0.73,1.97528,-0.00379961,143.366,148.366,314.407,-49.5603,0,0,55.7126,46.541,1204.52
0.735,1.98183,-0.00388564,144.952,149.952,313.441,-86.3068,0,0,55.7051,46.5323,1201.43
0.74,2.02564,-0.00397104,146.511,151.511,312.757,199.9,0,0,55.6975,46.5236,1199.67
0.745,2.02429,-0.0040585,148.073,153.073,314.312,-262.525,0,0,55.69,46.515,1208.82
0.75,2.0645,-0.00414647,149.654,154.654,311.682,258.323,0,0,55.6825,46.5063,1197.77
0.755,2.07729,-0.00423493,151.197,156.197,314.115,-188.531,0,0,55.675,46.4977,1211.02
0.76,2.09642,-0.00432551,152.784,157.784,311.895,70.9724,0,0,55.6676,46.4891,1201.8
0.765,2.13184,-0.00441536,154.328,159.328,312.738,64.3925,0,0,55.6601,46.4804,1207.47
0.77,2.13251,-0.00450782,155.9,160.9,312.882,-183.156,0,0,55.6526,46.4718,1209.77
0.775,2.17752,-0.00459991,157.464,162.464,311.187,255.163,0,0,55.6451,46.4632,1203.26
0.78,2.17987,-0.00469349,159.012,164.012,313.398,-262.234,0,0,55.6377,46.4546,1215.43
0.785,2.21236,-0.00478831,160.592,165.592,310.633,202.675,0,0,55.6302,46.446,1203.74
0.79,2.23486,-0.0048829,162.128,167.128,312.647,-91.7462,0,0,55.6227,46.4375,1214.92
0.795,2.24469,-0.00498012,163.706,168.706,311.292,-42.2956,0,0,55.6153,46.4289,1210.08
0.8,2.28657,-0.00507643,165.252,170.252,311.043,165.337,0,0,55.6078,46.4203,1210.44
0.805,2.28519,-0.00517514,166.809,171.809,312.228,-246.147,0,0,55.6004,46.4118,1217.6
0.81,2.32726,-0.00527403,168.376,173.376,309.808,264.255,0,0,55.593,46.4032,1207.61
0.815,2.33672,-0.00537364,169.912,174.912,312.245,-215.218,0,0,55.5855,46.3947,1220.82
0.82,2.35968,-0.00547526,171.489,176.489,309.809,111.593,0,0,55.5781,46.3862,1210.76
0.825,2.39163,-0.00557608,173.022,178.022,311.024,20.1841,0,0,55.5707,46.3777,1218.19
0.83,2.39441,-0.00567974,174.588,179.588,310.735,-146.596,0,0,55.5633,46.3691,1218.38
0.835,2.43909,-0.00578268,176.138,181.138,309.425,235.52,0,0,55.5559,46.3607,1213.59
0.84,2.4398,-0.00588745,177.679,182.679,311.397,-264.454,0,0,55.5484,46.3522,1224.71
0.845,2.47537,-0.0059932,179.248,184.248,308.664,226.142,0,0,55.541,46.3437,1213.03
0.85,2.49402,-0.00609883,180.775,185.775,310.86,-130.451,0,0,55.5336,46.3352,1225.24
0.855,2.50737,-0.00620713,182.345,187.345,309.156,1.77769,0,0,55.5263,46.3268,1218.55
0.86,2.54684,-0.00631431,183.878,188.878,309.335,127.104,0,0,55.5189,46.3183,1220.97
0.865,2.54604,-0.0064242,185.429,190.429,310.123,-223.448,0,0,55.5115,46.3099,1226.36
0.87,2.58939,-0.00653391,186.983,191.983,307.968,262.815,0,0,55.5041,46.3014,1217.47
0.875,2.59593,-0.00664464,188.512,193.512,310.337,-235.339,0,0,55.4967,46.293,1230.52
0.88,2.62259,-0.00675721,190.079,195.079,307.755,148.106,0,0,55.4894,46.2846,1219.55
0.885,2.65089,-0.00686895,191.601,196.601,309.293,-23.4027,0,0,55.482,46.2762,1228.57
0.89,2.65624,-0.00698372,193.16,198.16,308.587,-107.024,0,0,55.4747,46.2678,1226.71
0.895,2.69997,-0.00709744,194.696,199.696,307.682,209.999,0,0,55.4673,46.2594,1223.86
0.9,2.69966,-0.00721337,196.232,201.232,309.364,-259.419,0,0,55.46,46.251,1233.59
0.905,2.73783,-0.00732992,197.788,202.788,306.732,242.808,0,0,55.4526,46.2426,1222.36
0.91,2.75284,-0.00744657,199.306,204.306,309.041,-164.558,0,0,55.4453,46.2343,1235.13
0.915,2.76983,-0.00756585,200.868,205.868,307.039,44.6374,0,0,55.438,46.2259,1226.97
0.92,2.80647,-0.00768384,202.389,207.389,307.625,86.3962,0,0,55.4306,46.2176,1231.36
0.925,2.80685,-0.00780486,203.934,208.934,308,-195.24,0,0,55.4233,46.2092,1234.75
0.93,2.85085,-0.00792529,205.474,210.474,306.159,254.263,0,0,55.416,46.2009,1227.33
0.935,2.85496,-0.0080471,206.996,211.996,308.394,-248.592,0,0,55.4087,46.1926,1239.75
0.94,2.8851,-0.0081705,208.552,213.552,305.733,179.767,0,0,55.4014,46.1843,1228.35
0.945,2.90965,-0.00829314,210.064,215.064,307.542,-65.4023,0,0,55.3941,46.176,1238.71
0.95,2.91795,-0.00841893,211.615,216.615,306.441,-65.3768,0,0,55.3868,46.1677,1234.91
0.955,2.96015,-0.00854336,213.139,218.139,305.954,179.292,0,0,55.3795,46.1594,1234.07
0.96,2.95944,-0.0086704,214.669,219.669,307.301,-247.439,0,0,55.3722,46.1511,1242.19
0.965,2.99973,-0.00879765,216.212,221.212,304.836,252.571,0,0,55.3649,46.1428,1231.89
0.97,3.01133,-0.0089253,217.722,222.722,307.188,-193.545,0,0,55.3577,46.1346,1244.72
0.975,3.03203,-0.00905544,219.274,224.274,304.945,85.4504,0,0,55.3504,46.1263,1235.51
0.98,3.06549,-0.0091842,220.784,225.784,305.909,44.1473,0,0,55.3431,46.1181,1241.57
0.985,3.06761,-0.00931627,222.322,227.322,305.866,-162.292,0,0,55.3359,46.1099,1242.91
0.99,3.11164,-0.00944733,223.85,228.85,304.377,238.972,0,0,55.3286,46.1016,1237.38
0.995,3.11384,-0.00958021,225.365,230.365,306.415,-254.804,0,0,55.3214,46.0934,1248.67
1,3.14716,-0.00971432,226.909,231.909,303.745,205.887,0,0,55.3141,46.0852,1237.41
1.005,3.16795,-0.00984783,228.411,233.411,305.766,-104.783,0,0,55.3069,46.077,1248.58
1.01,3.17951,-0.00998454,229.955,234.955,304.305,-22.8951,0,0,55.2996,46.0688,1243.2
1.015,3.21968,-0.0101196,231.466,236.466,304.234,144.648,0,0,55.2924,46.0606,1244.38
1.02,3.21915,-0.0102577,232.99,237.99,305.215,-229.53,0,0,55.2852,46.0524,1250.67
1.025,3.26104,-0.0103956,234.52,239.52,302.972,255.972,0,0,55.2779,46.0443,1241.34
1.03,3.26956,-0.0105342,236.023,241.023,305.305,-217.329,0,0,55.2707,46.0361,1254.01
1.035,3.29391,-0.0106751,237.565,242.565,302.874,123.457,0,0,55.2635,46.0279,1243.94
1.04,3.32398,-0.0108146,239.063,244.063,304.182,1.72705,0,0,55.2562,46.0197,1251.8
1.045,3.32825,-0.0109576,240.595,245.595,303.726,-126.383,0,0,55.249,46.0116,1251.14
1.05,3.37181,-0.0110992,242.109,247.109,302.613,218.798,0,0,55.2418,46.0034,1247.26
1.055,3.37257,-0.0112431,243.618,248.618,304.409,-255.517,0,0,55.2346,45.9953,1257.5
1.06,3.40874,-0.0113878,245.151,250.151,301.785,227.23,0,0,55.2273,45.9871,1246.31
1.065,3.42588,-0.0115322,246.644,251.644,303.968,-141.23,0,0,55.2201,45.979,1258.42
1.07,3.44085,-0.0116797,248.179,253.179,302.18,19.3912,0,0,55.2129,45.9708,1251.28
1.075,3.47861,-0.0118254,249.677,254.677,302.517,107.278,0,0,55.2057,45.9627,1254.44
1.08,3.47875,-0.0119745,251.195,256.195,303.113,-206.586,0,0,55.1984,45.9546,1258.87
1.085,3.52176,-0.0121228,252.713,257.713,301.134,253.295,0,0,55.1912,45.9464,1250.77
1.09,3.52755,-0.0122724,254.208,259.208,303.39,-235.606,0,0,55.184,45.9383,1263.25
1.095,3.55544,-0.0124239,255.739,260.739,300.829,158.044,0,0,55.1768,45.9302,1252.34
1.1,3.58194,-0.0125741,257.227,262.227,302.443,-40.3761,0,0,55.1696,45.9221,1261.7
1.105,3.58878,-0.012728,258.752,263.752,301.584,-87.4715,0,0,55.1624,45.914,1259.06
1.11,3.63131,-0.0128802,260.253,265.253,300.868,192.977,0,0,55.1552,45.9058,1257.09
1.115,3.63119,-0.013035,261.756,266.756,302.373,-249.353,0,0,55.1479,45.8977,1265.94
1.12,3.66982,-0.0131902,263.276,268.276,299.86,242.29,0,0,55.1407,45.8896,1255.22
1.125,3.68344,-0.0133454,264.761,269.761,302.14,-173.678,0,0,55.1335,45.8815,1267.83
1.13,3.70197,-0.0135036,266.287,271.287,300.071,60.9753,0,0,55.1263,45.8735,1259.29
1.135,3.73691,-0.0136599,267.773,272.773,300.802,67.1321,0,0,55.1191,45.8654,1264.36
1.14,3.7383,-0.0138199,269.285,274.285,300.992,-178.085,0,0,55.1119,45.8573,1266.81
1.145,3.78183,-0.0139786,270.789,275.789,299.328,243.682,0,0,55.1047,45.8492,1260.21
1.15,3.78534,-0.0141391,272.278,277.278,301.44,-247.313,0,0,55.0975,45.8411,1272.02
1.155,3.81658,-0.0143012,273.798,278.798,298.815,188.085,0,0,55.0903,45.8331,1260.91
1.16,3.8394,-0.0144621,275.276,280.276,300.683,-81.1072,0,0,55.0831,45.825,1271.36
1.165,3.84919,-0.0146267,276.793,281.793,299.444,-46.4119,0,0,55.0759,45.817,1266.84
1.17,3.89013,-0.0147893,278.281,283.281,299.138,162.029,0,0,55.0687,45.8089,1266.85
1.175,3.88972,-0.0149551,279.778,284.778,300.309,-236.374,0,0,55.0615,45.8009,1274.07
1.18,3.93033,-0.0151207,281.285,286.285,297.97,250.567,0,0,55.0543,45.7928,1264.37
1.185,3.94067,-0.0152866,282.762,287.762,300.28,-201.085,0,0,55.0471,45.7848,1276.95
1.19,3.96283,-0.0154555,284.279,289.279,297.984,100.531,0,0,55.0399,45.7767,1267.46
1.195,3.9946,-0.0156222,285.753,290.753,299.08,25.4905,0,0,55.0328,45.7687,1274.11
1.2,3.99779,-0.0157931,287.259,292.259,298.859,-144.942,0,0,55.0256,45.7607,1274.71
1.205,4.04124,-0.0159622,288.75,293.75,297.548,227.452,0,0,55.0184,45.7526,1269.86
1.21,4.04297,-0.0161335,290.232,295.232,299.455,-252.098,0,0,55.0112,45.7446,1280.46
1.215,4.07727,-0.016306,291.741,296.741,296.835,212.644,0,0,55.004,45.7366,1269.42
1.22,4.09642,-0.0164775,293.209,298.209,298.9,-119.177,0,0,54.9968,45.7286,1280.75
1.225,4.10945,-0.0166529,294.718,299.718,297.314,-4.52457,0,0,54.9897,45.7206,1274.75
1.23,4.14828,-0.0168258,296.193,301.193,297.417,126.975,0,0,54.9825,45.7126,1276.74
1.235,4.1482,-0.0170024,297.684,302.684,298.22,-217.052,0,0,54.9753,45.7046,1282.14
1.24,4.19023,-0.0171783,299.179,304.179,296.114,251.864,0,0,54.9681,45.6966,1273.42
1.245,4.19764,-0.0173551,300.648,305.648,298.385,-222.636,0,0,54.9609,45.6886,1285.93
1.25,4.22338,-0.0175343,302.155,307.155,295.924,136.828,0,0,54.9538,45.6806,1275.51
1.255,4.25173,-0.0177116,303.618,308.618,297.347,-16.3058,0,0,54.9466,45.6726,1283.89
1.26,4.2572,-0.0178932,305.117,310.117,296.721,-108.275,0,0,54.9394,45.6647,1282.37
1.265,4.29997,-0.0180726,306.594,311.594,295.789,205.222,0,0,54.9323,45.6567,1279.33
1.27,4.3005,-0.0182547,308.07,313.07,297.439,-249.923,0,0,54.9251,45.6487,1288.83
1.275,4.33746,-0.0184375,309.567,314.567,294.89,230.955,0,0,54.9179,45.6408,1277.95
1.28,4.35305,-0.0186197,311.026,316.026,297.087,-153.325,0,0,54.9108,45.6328,1290.11
1.285,4.36952,-0.0188056,312.527,317.527,295.199,36.8881,0,0,54.9036,45.6248,1282.44
1.29,4.40578,-0.0189889,313.99,318.99,295.698,88.6937,0,0,54.8964,45.6169,1286.35
